time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2021-11-10 11:8:07.8090,-0.838,-0.199,-0.002,-1.45,-0.08,-0.56,-0.23,0.35,0.45
2021-11-10 11:8:07.8180,-0.846,-0.195,-0.008,-1.4,-0.1,-0.61,-0.23,0.35,0.45
2021-11-10 11:8:07.8280,-0.853,-0.195,-0.02,-1.3,-0.09,-0.63,-0.34,0.27,0.51
2021-11-10 11:8:07.8370,-0.862,-0.19,-0.032,-1.25,-0.06,-0.54,-0.34,0.27,0.51
2021-11-10 11:8:07.8480,-0.879,-0.181,-0.043,-1.19,-0.03,-0.46,-0.38,0.17,0.53
2021-11-10 11:8:07.8580,-0.89,-0.177,-0.056,-1.05,-0.05,-0.36,-0.41,0.08,0.52
2021-11-10 11:8:07.8680,-0.896,-0.18,-0.07,-0.91,-0.07,-0.26,-0.44,-0.02,0.5
2021-11-10 11:8:07.8780,-0.904,-0.174,-0.082,-0.86,0.0,-0.13,-0.46,-0.1,0.48
2021-11-10 11:8:07.8870,-0.905,-0.165,-0.088,-0.8,0.03,0.01,-0.47,-0.17,0.47
2021-11-10 11:8:07.8980,-0.915,-0.153,-0.094,-0.77,-0.01,0.1,-0.47,-0.22,0.49
2021-11-10 11:8:07.9070,-0.948,-0.131,-0.093,-0.74,-0.04,0.18,-0.5,-0.22,0.55
2021-11-10 11:8:07.9170,-0.977,-0.119,-0.094,-0.5,-0.17,0.19,-0.58,-0.12,0.62
2021-11-10 11:8:07.9280,-0.996,-0.119,-0.097,-0.19,-0.27,0.18,-0.66,0.05,0.68
2021-11-10 11:8:07.9370,-1.008,-0.118,-0.108,0.02,-0.23,0.17,-0.71,0.25,0.73
2021-11-10 11:8:07.9470,-1.007,-0.119,-0.12,0.16,-0.15,0.22,-0.72,0.43,0.75
2021-11-10 11:8:07.9580,-1.001,-0.122,-0.135,0.2,-0.08,0.26,-0.69,0.53,0.73
2021-11-10 11:8:07.9660,-0.993,-0.115,-0.141,0.13,0.03,0.36,-0.61,0.57,0.69
2021-11-10 11:8:07.9770,-0.982,-0.115,-0.149,0.08,0.07,0.37,-0.53,0.5,0.64
2021-11-10 11:8:07.9880,-0.978,-0.108,-0.126,-0.05,0.09,0.44,-0.44,0.41,0.59
2021-11-10 11:8:07.9970,-0.974,-0.103,-0.1,-0.1,0.13,0.27,-0.35,0.33,0.56
2021-11-10 11:8:08.0080,-0.984,-0.099,-0.057,-0.15,0.11,-0.03,-0.3,0.27,0.55
2021-11-10 11:8:08.0180,-0.991,-0.087,0.0,-0.11,0.15,-0.37,-0.28,0.25,0.56
2021-11-10 11:8:08.0280,-0.989,-0.086,0.044,-0.01,0.1,-0.96,-0.33,0.25,0.57
2021-11-10 11:8:08.0370,-0.984,-0.08,0.079,0.0,0.11,-1.46,-0.44,0.25,0.58
2021-11-10 11:8:08.0470,-1.005,-0.052,0.095,-0.06,0.16,-1.87,-0.66,0.02,0.56
2021-11-10 11:8:08.0570,-1.024,-0.039,0.102,0.04,0.02,-2.1,-0.66,0.02,0.56
2021-11-10 11:8:08.0680,-1.032,-0.055,0.104,0.27,-0.17,-2.19,-0.71,-0.12,0.51
2021-11-10 11:8:08.0770,-1.037,-0.075,0.109,0.37,-0.02,-2.22,-0.73,-0.24,0.44
2021-11-10 11:8:08.0880,-1.041,-0.099,0.131,0.42,0.22,-2.2,-0.71,-0.27,0.38
2021-11-10 11:8:08.0970,-1.044,-0.114,0.156,0.46,0.48,-2.35,-0.69,-0.26,0.34
2021-11-10 11:8:08.1080,-1.057,-0.128,0.193,0.48,0.72,-2.56,-0.68,-0.26,0.35
2021-11-10 11:8:08.1180,-1.073,-0.133,0.246,0.56,0.89,-2.83,-0.79,-0.2,0.45
2021-11-10 11:8:08.1270,-1.099,-0.131,0.284,0.71,1.04,-3.32,-0.79,-0.2,0.45
2021-11-10 11:8:08.1360,-1.133,-0.115,0.317,0.91,1.11,-3.74,-0.96,-0.08,0.49
2021-11-10 11:8:08.1470,-1.148,-0.101,0.326,1.25,1.05,-4.09,-1.19,0.04,0.49
2021-11-10 11:8:08.1570,-1.153,-0.099,0.322,1.48,0.95,-4.28,-1.39,0.09,0.46
2021-11-10 11:8:08.1670,-1.161,-0.105,0.304,1.54,0.94,-4.27,-1.52,-0.02,0.41
2021-11-10 11:8:08.1780,-1.176,-0.142,0.301,1.6,1.02,-4.13,-1.53,-0.28,0.34
2021-11-10 11:8:08.1860,-1.209,-0.197,0.319,1.71,1.28,-3.96,-1.46,-0.55,0.27
2021-11-10 11:8:08.1970,-1.265,-0.24,0.347,1.95,1.86,-4.02,-1.39,-0.7,0.21
2021-11-10 11:8:08.2070,-1.329,-0.292,0.394,2.41,2.33,-4.18,-1.39,-0.67,0.17
2021-11-10 11:8:08.2170,-1.387,-0.31,0.45,3.03,2.86,-4.51,-1.41,-0.52,0.16
2021-11-10 11:8:08.2270,-1.456,-0.308,0.501,3.61,3.22,-5.01,-1.5,-0.31,0.15
2021-11-10 11:8:08.2370,-1.535,-0.281,0.567,4.23,3.27,-5.5,-1.64,-0.11,0.19
2021-11-10 11:8:08.2470,-1.603,-0.25,0.591,4.99,3.16,-6.09,-2.08,-0.23,0.12
2021-11-10 11:8:08.2560,-1.679,-0.27,0.586,5.69,2.8,-6.52,-2.08,-0.23,0.12
2021-11-10 11:8:08.2660,-1.768,-0.29,0.581,6.39,2.85,-6.46,-2.37,-0.48,-0.02
2021-11-10 11:8:08.2770,-1.865,-0.288,0.532,7.21,3.11,-6.37,-2.71,-0.75,-0.28
2021-11-10 11:8:08.2870,-1.956,-0.276,0.443,8.15,3.13,-6.01,-3.12,-1.03,-0.63
2021-11-10 11:8:08.2970,-2.057,-0.239,0.368,9.05,2.98,-5.07,-3.49,-1.22,-1.0
2021-11-10 11:8:08.3070,-2.172,-0.161,0.292,9.98,2.64,-4.16,-3.74,-1.28,-1.31
2021-11-10 11:8:08.3170,-2.307,-0.041,0.235,11.05,1.88,-3.29,-3.88,-1.15,-1.54
2021-11-10 11:8:08.3280,-2.442,0.108,0.17,12.3,0.71,-2.56,-3.95,-0.86,-1.72
2021-11-10 11:8:08.3370,-2.56,0.215,0.044,13.67,-0.86,-1.96,-4.08,-0.52,-1.92
2021-11-10 11:8:08.3460,-2.643,0.244,-0.099,14.9,-2.4,-0.97,-4.25,-0.18,-2.15
2021-11-10 11:8:08.3560,-2.665,0.251,-0.22,15.91,-3.11,0.45,-4.37,0.2,-2.44
2021-11-10 11:8:08.3660,-2.626,0.22,-0.356,16.37,-3.52,1.59,-4.37,0.58,-2.82
2021-11-10 11:8:08.3760,-2.544,0.181,-0.468,16.25,-3.64,2.75,-4.22,0.9,-3.25
2021-11-10 11:8:08.3870,-2.454,0.194,-0.542,15.61,-3.55,3.82,-3.9,1.16,-3.66
2021-11-10 11:8:08.3970,-2.359,0.274,-0.586,14.82,-3.79,4.5,-3.51,1.33,-4.02
2021-11-10 11:8:08.4070,-2.273,0.343,-0.6,14.0,-4.75,4.81,-3.13,1.49,-4.28
2021-11-10 11:8:08.4170,-2.179,0.397,-0.601,13.24,-5.93,4.85,-2.84,1.73,-4.4
2021-11-10 11:8:08.4270,-2.071,0.436,-0.638,12.55,-6.85,4.56,-2.73,2.06,-4.44
2021-11-10 11:8:08.4370,-1.96,0.455,-0.669,11.69,-7.7,4.52,-2.74,2.41,-4.43
2021-11-10 11:8:08.4470,-1.845,0.468,-0.713,10.83,-8.24,4.53,-2.67,2.69,-4.44
2021-11-10 11:8:08.4570,-1.739,0.476,-0.779,9.93,-8.77,4.55,-2.67,2.69,-4.44
2021-11-10 11:8:08.4660,-1.654,0.506,-0.861,9.11,-9.1,4.78,-2.52,2.4,-4.57
2021-11-10 11:8:08.4760,-1.603,0.52,-0.9,8.44,-9.7,5.28,-2.31,1.99,-4.74
2021-11-10 11:8:08.4860,-1.562,0.572,-0.899,8.13,-10.16,5.64,-2.06,1.7,-4.93
2021-11-10 11:8:08.4960,-1.527,0.6,-0.884,8.01,-10.87,5.48,-1.79,1.59,-5.08
2021-11-10 11:8:08.5070,-1.461,0.613,-0.861,8.03,-11.59,5.2,-1.54,1.72,-5.14
2021-11-10 11:8:08.5170,-1.362,0.602,-0.879,7.89,-12.06,4.73,-1.33,1.95,-5.13
2021-11-10 11:8:08.5270,-1.256,0.59,-0.908,7.43,-12.34,4.52,-1.18,2.11,-5.07
2021-11-10 11:8:08.5360,-1.16,0.585,-0.893,6.75,-12.42,4.67,-0.75,2.28,-4.84
2021-11-10 11:8:08.5460,-1.073,0.579,-0.885,6.25,-12.64,4.47,-0.75,2.28,-4.84
2021-11-10 11:8:08.5560,-1.008,0.615,-0.84,5.74,-12.75,4.18,-0.48,2.36,-4.69
2021-11-10 11:8:08.5660,-0.96,0.65,-0.773,5.5,-13.17,3.8,-0.17,2.57,-4.51
2021-11-10 11:8:08.5750,-0.93,0.693,-0.719,5.4,-13.75,3.03,0.14,2.88,-4.27
2021-11-10 11:8:08.5860,-0.9,0.71,-0.673,5.51,-14.29,2.36,0.46,3.28,-3.97
2021-11-10 11:8:08.5960,-0.851,0.669,-0.641,5.7,-14.81,1.79,0.73,3.79,-3.64
2021-11-10 11:8:08.6060,-0.792,0.638,-0.599,5.78,-14.71,1.38,0.91,4.41,-3.31
2021-11-10 11:8:08.6160,-0.735,0.621,-0.561,5.7,-14.44,0.98,1.08,5.01,-3.03
2021-11-10 11:8:08.6270,-0.665,0.617,-0.53,5.67,-14.37,0.56,1.28,5.46,-2.8
2021-11-10 11:8:08.6360,-0.591,0.612,-0.516,5.49,-14.38,0.25,1.46,5.68,-2.62
2021-11-10 11:8:08.6460,-0.519,0.619,-0.487,5.33,-14.44,0.13,1.59,5.73,-2.49
2021-11-10 11:8:08.6560,-0.446,0.613,-0.447,5.02,-14.57,0.05,1.71,5.67,-2.38
2021-11-10 11:8:08.6660,-0.358,0.594,-0.429,4.84,-14.66,-0.19,1.82,5.53,-2.31
2021-11-10 11:8:08.6760,-0.25,0.554,-0.406,4.46,-14.6,-0.28,1.94,5.36,-2.28
2021-11-10 11:8:08.6860,-0.138,0.492,-0.386,3.9,-14.36,-0.24,2.29,4.88,-2.21
2021-11-10 11:8:08.6960,-0.036,0.443,-0.36,3.2,-13.88,-0.2,2.29,4.88,-2.21
2021-11-10 11:8:08.7050,0.038,0.424,-0.3,2.5,-13.37,-0.12,2.46,4.65,-2.12
2021-11-10 11:8:08.7160,0.111,0.399,-0.245,2.06,-13.13,-0.27,2.58,4.48,-2.0
2021-11-10 11:8:08.7250,0.168,0.353,-0.179,1.63,-13.02,-0.54,2.63,4.35,-1.81
2021-11-10 11:8:08.7350,0.225,0.322,-0.115,1.3,-12.63,-0.73,2.67,4.25,-1.56
2021-11-10 11:8:08.7460,0.28,0.288,-0.06,0.97,-12.31,-1.1,2.56,4.08,-1.05
2021-11-10 11:8:08.7570,0.341,0.253,-0.009,0.63,-12.0,-1.25,2.56,4.08,-1.05
2021-11-10 11:8:08.7660,0.381,0.23,0.028,0.18,-11.69,-1.45,2.39,4.04,-0.83
2021-11-10 11:8:08.7750,0.409,0.232,0.06,-0.17,-11.4,-1.51,2.12,3.94,-0.36
2021-11-10 11:8:08.7860,0.431,0.234,0.091,-0.57,-11.41,-1.49,2.17,3.81,-0.09
2021-11-10 11:8:08.7960,0.447,0.223,0.122,-0.57,-11.41,-1.49,2.17,3.81,-0.09
2021-11-10 11:8:08.8050,0.448,0.213,0.168,-0.75,-11.36,-1.44,2.35,3.63,0.21
2021-11-10 11:8:08.8160,0.433,0.215,0.236,-0.84,-11.26,-1.45,2.58,3.47,0.49
2021-11-10 11:8:08.8250,0.411,0.219,0.311,-0.82,-11.26,-1.71,2.7,3.47,1.03
2021-11-10 11:8:08.8360,0.39,0.218,0.373,-0.72,-11.33,-2.04,2.7,3.47,1.03
2021-11-10 11:8:08.8450,0.367,0.238,0.43,-0.66,-11.32,-2.4,2.51,3.67,1.34
2021-11-10 11:8:08.8550,0.348,0.259,0.475,-0.62,-11.46,-2.6,2.17,3.99,1.71
2021-11-10 11:8:08.8650,0.335,0.238,0.491,-0.67,-11.74,-2.82,1.76,4.3,2.16
2021-11-10 11:8:08.8760,0.302,0.206,0.474,-0.83,-11.76,-2.85,1.41,4.44,2.63
2021-11-10 11:8:08.8850,0.241,0.22,0.478,-0.99,-11.42,-2.53,1.25,4.43,3.03
2021-11-10 11:8:08.8940,0.172,0.235,0.509,-0.63,-11.66,-2.25,1.46,4.28,3.54
2021-11-10 11:8:08.9060,0.1,0.252,0.569,-0.63,-11.66,-2.25,1.46,4.28,3.54
2021-11-10 11:8:08.9150,0.034,0.302,0.618,-0.4,-11.74,-2.59,1.52,4.31,3.75
2021-11-10 11:8:08.9260,-0.019,0.34,0.657,-0.17,-12.13,-2.96,1.52,4.31,3.75
2021-11-10 11:8:08.9360,-0.049,0.334,0.665,-0.09,-12.55,-3.24,0.79,4.39,4.04
2021-11-10 11:8:08.9460,-0.073,0.322,0.626,-0.22,-12.63,-3.41,0.79,4.39,4.04
2021-11-10 11:8:08.9550,-0.096,0.313,0.562,-0.5,-12.39,-3.18,0.24,3.53,4.47
2021-11-10 11:8:08.9660,-0.143,0.289,0.497,-0.78,-12.29,-2.62,0.24,3.53,4.47
2021-11-10 11:8:08.9750,-0.264,0.314,0.517,-1.02,-11.95,-1.97,0.43,2.76,4.67
2021-11-10 11:8:08.9850,-0.411,0.364,0.609,-0.57,-11.85,-1.77,0.88,2.18,4.78
2021-11-10 11:8:08.9950,-0.559,0.422,0.713,0.33,-12.12,-2.45,1.39,1.92,4.83
2021-11-10 11:8:09.0040,-0.681,0.478,0.813,1.34,-12.44,-3.38,1.7,1.97,4.85
2021-11-10 11:8:09.0150,-0.775,0.491,0.88,2.16,-12.8,-4.35,1.65,2.2,4.99
2021-11-10 11:8:09.0250,-0.867,0.49,0.931,2.68,-12.84,-5.12,1.32,2.4,5.21
2021-11-10 11:8:09.0350,-0.971,0.482,0.968,3.06,-12.52,-5.68,0.58,2.35,5.69
2021-11-10 11:8:09.0450,-1.096,0.456,1.001,3.52,-12.19,-6.18,0.58,2.35,5.69
2021-11-10 11:8:09.0550,-1.267,0.461,1.058,4.16,-11.6,-6.6,0.51,2.02,5.82
2021-11-10 11:8:09.0660,-1.439,0.5,1.129,5.22,-11.12,-7.08,0.59,1.69,5.8
2021-11-10 11:8:09.0750,-1.579,0.539,1.153,6.55,-10.99,-7.93,0.59,1.69,5.8
2021-11-10 11:8:09.0850,-1.699,0.552,1.167,7.63,-10.99,-8.39,0.3,1.93,5.72
2021-11-10 11:8:09.0940,-1.791,0.529,1.166,8.51,-10.8,-8.74,-0.26,2.45,5.64
2021-11-10 11:8:09.1050,-1.873,0.516,1.13,9.13,-10.28,-9.04,-0.85,2.83,5.6
2021-11-10 11:8:09.1150,-1.949,0.485,1.07,9.66,-9.6,-9.13,-1.27,2.75,5.53
2021-11-10 11:8:09.1260,-2.03,0.449,0.988,10.11,-9.05,-8.85,-1.49,2.2,5.38
2021-11-10 11:8:09.1350,-2.121,0.433,0.9,10.65,-8.14,-8.38,-1.59,1.36,5.11
2021-11-10 11:8:09.1450,-2.214,0.365,0.863,11.34,-7.59,-7.59,-1.65,0.58,4.76
2021-11-10 11:8:09.1550,-2.288,0.299,0.851,12.1,-6.74,-7.07,-1.8,0.2,4.41
2021-11-10 11:8:09.1650,-2.363,0.245,0.844,12.79,-5.62,-7.05,-2.17,0.33,4.1
2021-11-10 11:8:09.1750,-2.41,0.197,0.831,13.42,-4.79,-6.99,-2.68,1.04,3.86
2021-11-10 11:8:09.1850,-2.388,0.158,0.747,13.93,-3.88,-7.27,-3.24,1.83,3.66
2021-11-10 11:8:09.1950,-2.326,0.036,0.621,13.95,-3.32,-6.91,-3.78,2.4,3.55
2021-11-10 11:8:09.2040,-2.286,0.014,0.475,13.29,-2.0,-6.13,-4.3,2.62,3.41
2021-11-10 11:8:09.2150,-2.271,0.031,0.305,12.76,-0.98,-5.04,-4.77,2.51,3.12
2021-11-10 11:8:09.2250,-2.305,0.04,0.144,12.52,-0.91,-3.74,-5.13,2.21,2.68
2021-11-10 11:8:09.2340,-2.347,0.09,0.02,12.64,-0.71,-2.27,-5.3,1.96,2.14
2021-11-10 11:8:09.2450,-2.356,0.12,-0.091,13.09,-0.87,-1.16,-5.33,1.89,1.57
2021-11-10 11:8:09.2540,-2.262,0.05,-0.202,13.36,-1.17,-0.22,-5.22,1.95,0.98
2021-11-10 11:8:09.2660,-2.082,-0.099,-0.346,12.92,-0.87,0.64,-5.05,1.9,0.42
2021-11-10 11:8:09.2740,-1.964,-0.106,-0.495,11.33,0.63,1.76,-4.99,1.59,-0.02
2021-11-10 11:8:09.2850,-1.914,-0.053,-0.634,9.83,1.33,3.15,-5.33,0.77,-0.43
2021-11-10 11:8:09.2940,-1.892,0.014,-0.783,9.21,0.9,4.43,-5.33,0.77,-0.43
2021-11-10 11:8:09.3040,-1.909,0.105,-0.886,8.86,0.36,5.84,-5.54,0.67,-0.49
2021-11-10 11:8:09.3140,-1.89,0.176,-0.989,8.95,-0.45,6.99,-5.58,0.9,-0.57
2021-11-10 11:8:09.3240,-1.821,0.211,-1.126,8.98,-1.26,7.79,-5.38,1.2,-0.73
2021-11-10 11:8:09.3340,-1.709,0.209,-1.224,8.47,-1.73,8.95,-4.91,1.45,-0.96
2021-11-10 11:8:09.3450,-1.555,0.178,-1.283,7.59,-1.88,10.0,-4.23,1.59,-1.23
2021-11-10 11:8:09.3540,-1.374,0.161,-1.324,6.21,-1.72,10.52,-3.47,1.52,-1.51
2021-11-10 11:8:09.3640,-1.226,0.158,-1.34,4.55,-1.57,10.86,-2.78,1.24,-1.73
2021-11-10 11:8:09.3740,-1.111,0.157,-1.312,2.93,-1.62,11.04,-2.21,0.91,-1.87
2021-11-10 11:8:09.3840,-1.029,0.164,-1.272,1.72,-1.77,10.84,-1.74,0.57,-1.9
2021-11-10 11:8:09.3940,-0.976,0.174,-1.214,0.8,-1.92,10.43,-1.35,0.28,-1.83
2021-11-10 11:8:09.4040,-0.944,0.161,-1.143,0.19,-2.19,9.92,-1.04,0.14,-1.68
2021-11-10 11:8:09.4130,-0.899,0.137,-1.062,-0.16,-2.28,9.23,-0.78,0.18,-1.51
2021-11-10 11:8:09.4240,-0.863,0.11,-0.979,-0.52,-2.18,8.45,-0.56,0.37,-1.37
2021-11-10 11:8:09.4340,-0.829,0.085,-0.887,-0.92,-2.03,7.58,-0.36,0.61,-1.26
2021-11-10 11:8:09.4450,-0.794,0.059,-0.805,-1.2,-1.9,6.65,-0.21,0.81,-1.18
2021-11-10 11:8:09.4540,-0.759,0.026,-0.74,-1.53,-1.75,5.68,-0.12,0.92,-1.11
2021-11-10 11:8:09.4650,-0.73,0.001,-0.674,-1.82,-1.56,4.92,-0.12,0.92,-1.11
2021-11-10 11:8:09.4740,-0.701,-0.016,-0.632,-2.11,-1.36,4.19,-0.15,0.89,-1.06
2021-11-10 11:8:09.4830,-0.676,-0.033,-0.61,-2.34,-1.27,3.58,-0.18,0.74,-1.0
2021-11-10 11:8:09.4930,-0.657,-0.052,-0.588,-2.58,-1.17,3.26,-0.14,0.51,-0.93
2021-11-10 11:8:09.5030,-0.652,-0.075,-0.557,-2.77,-1.1,3.03,-0.04,0.31,-0.85
2021-11-10 11:8:09.5130,-0.652,-0.1,-0.54,-2.85,-0.93,2.73,0.06,0.17,-0.77
2021-11-10 11:8:09.5240,-0.655,-0.126,-0.517,-2.85,-0.8,2.49,0.12,0.12,-0.68
2021-11-10 11:8:09.5330,-0.673,-0.144,-0.48,-2.82,-0.57,2.29,0.11,0.23,-0.59
2021-11-10 11:8:09.5440,-0.696,-0.141,-0.45,-2.69,-0.41,1.95,0.01,0.5,-0.49
2021-11-10 11:8:09.5530,-0.705,-0.143,-0.432,-2.43,-0.39,1.52,-0.09,0.74,-0.4
2021-11-10 11:8:09.5640,-0.705,-0.146,-0.424,-2.25,-0.46,1.24,-0.17,0.84,-0.31
2021-11-10 11:8:09.5740,-0.696,-0.153,-0.414,-2.19,-0.42,1.05,-0.22,0.81,-0.22
2021-11-10 11:8:09.5850,-0.698,-0.172,-0.399,-2.23,-0.41,0.9,-0.23,0.71,-0.14
2021-11-10 11:8:09.5940,-0.696,-0.182,-0.388,-2.25,-0.25,0.71,-0.21,0.57,-0.08
2021-11-10 11:8:09.6030,-0.706,-0.191,-0.383,-2.2,-0.1,0.52,-0.17,0.4,-0.02
2021-11-10 11:8:09.6130,-0.719,-0.197,-0.369,-2.18,-0.02,0.45,-0.11,0.22,0.03
2021-11-10 11:8:09.6230,-0.733,-0.2,-0.361,-2.02,0.08,0.32,-0.06,0.05,0.06
2021-11-10 11:8:09.6340,-0.754,-0.205,-0.35,-1.91,0.1,0.21,-0.05,-0.04,0.06
2021-11-10 11:8:09.6430,-0.78,-0.204,-0.336,-1.74,0.18,0.13,-0.07,-0.04,0.06
2021-11-10 11:8:09.6540,-0.8,-0.2,-0.329,-1.49,0.19,0.0,-0.11,0.02,0.07
2021-11-10 11:8:09.6630,-0.815,-0.194,-0.331,-1.26,0.17,-0.12,-0.14,0.06,0.09
2021-11-10 11:8:09.6740,-0.835,-0.187,-0.34,-1.11,0.13,-0.13,-0.16,0.05,0.12
2021-11-10 11:8:09.6830,-0.857,-0.181,-0.347,-0.94,0.09,-0.07,-0.18,0.0,0.16
2021-11-10 11:8:09.6930,-0.882,-0.173,-0.347,-0.72,0.05,0.01,-0.19,-0.06,0.19
2021-11-10 11:8:09.7030,-0.904,-0.168,-0.351,-0.5,0.0,0.04,-0.23,-0.2,0.22
2021-11-10 11:8:09.7130,-0.921,-0.167,-0.358,-0.27,-0.04,0.06,-0.23,-0.2,0.22
2021-11-10 11:8:09.7230,-0.934,-0.167,-0.359,-0.11,-0.03,0.16,-0.24,-0.22,0.2
2021-11-10 11:8:09.7330,-0.943,-0.17,-0.369,0.04,-0.01,0.2,-0.23,-0.19,0.15
2021-11-10 11:8:09.7430,-0.953,-0.173,-0.381,0.12,0.03,0.24,-0.22,-0.13,0.09
2021-11-10 11:8:09.7540,-0.952,-0.17,-0.382,0.23,0.08,0.4,-0.16,-0.03,0.03
2021-11-10 11:8:09.7640,-0.948,-0.165,-0.393,0.23,0.08,0.42,-0.08,0.02,-0.01
2021-11-10 11:8:09.7730,-0.935,-0.166,-0.402,0.23,0.03,0.49,-0.01,-0.0,-0.03
2021-11-10 11:8:09.7830,-0.93,-0.16,-0.4,0.11,0.01,0.61,0.02,-0.13,-0.01
2021-11-10 11:8:09.7940,-0.926,-0.157,-0.4,0.03,-0.01,0.65,0.02,-0.13,-0.01
2021-11-10 11:8:09.8030,-0.925,-0.16,-0.404,-0.02,-0.07,0.62,0.0,-0.18,-0.0
2021-11-10 11:8:09.8130,-0.922,-0.164,-0.405,-0.03,-0.06,0.68,-0.01,-0.19,-0.0
2021-11-10 11:8:09.8230,-0.921,-0.163,-0.406,-0.07,-0.01,0.72,-0.01,-0.19,0.0
2021-11-10 11:8:09.8330,-0.915,-0.163,-0.403,-0.08,-0.01,0.73,0.01,-0.18,0.01
2021-11-10 11:8:09.8430,-0.912,-0.162,-0.392,-0.15,0.0,0.77,0.04,-0.12,0.02
2021-11-10 11:8:09.8530,-0.905,-0.167,-0.394,-0.17,-0.02,0.65,0.03,0.0,0.02
2021-11-10 11:8:09.8630,-0.899,-0.168,-0.391,-0.24,0.02,0.65,0.03,0.0,0.02
2021-11-10 11:8:09.8730,-0.897,-0.167,-0.38,-0.33,0.05,0.54,0.02,0.09,0.04
2021-11-10 11:8:09.8820,-0.895,-0.159,-0.384,-0.33,0.05,0.54,0.02,0.09,0.04
2021-11-10 11:8:09.8930,-0.906,-0.152,-0.388,-0.36,0.0,0.5,0.01,0.01,0.06
2021-11-10 11:8:09.9030,-0.911,-0.15,-0.386,-0.28,-0.07,0.58,0.01,0.01,0.06
2021-11-10 11:8:09.9130,-0.914,-0.149,-0.388,-0.21,-0.11,0.55,-0.0,-0.07,0.06
2021-11-10 11:8:09.9230,-0.923,-0.149,-0.379,-0.18,-0.11,0.56,-0.0,-0.07,0.06
2021-11-10 11:8:09.9320,-0.924,-0.149,-0.377,-0.11,-0.11,0.54,0.0,-0.08,0.04
2021-11-10 11:8:09.9430,-0.922,-0.152,-0.38,-0.08,-0.11,0.45,0.01,-0.12,0.02
2021-11-10 11:8:09.9520,-0.918,-0.156,-0.373,-0.08,-0.1,0.53,0.08,-0.17,-0.01
2021-11-10 11:8:09.9630,-0.915,-0.157,-0.373,-0.13,-0.05,0.49,0.08,-0.17,-0.01
2021-11-10 11:8:09.9720,-0.914,-0.159,-0.363,-0.17,-0.04,0.48,0.09,-0.16,-0.02
2021-11-10 11:8:09.9830,-0.912,-0.162,-0.356,-0.18,-0.02,0.43,0.09,-0.11,-0.03
2021-11-10 11:8:09.9930,-0.911,-0.164,-0.353,-0.2,0.0,0.34,0.07,-0.08,-0.02
2021-11-10 11:8:10.0020,-0.914,-0.164,-0.353,-0.22,0.02,0.32,0.04,-0.07,-0.01
2021-11-10 11:8:10.0120,-0.914,-0.167,-0.346,-0.21,0.03,0.3,0.0,-0.06,0.01
2021-11-10 11:8:10.0220,-0.912,-0.172,-0.342,-0.2,0.05,0.28,-0.05,-0.02,0.02
2021-11-10 11:8:10.0330,-0.906,-0.175,-0.344,-0.26,0.15,0.21,-0.05,0.0,0.02
2021-11-10 11:8:10.0430,-0.908,-0.173,-0.346,-0.26,0.15,0.21,-0.05,0.0,0.02
2021-11-10 11:8:10.0510,-0.913,-0.174,-0.348,-0.28,0.15,0.23,-0.03,0.02,0.02
2021-11-10 11:8:10.0630,-0.914,-0.172,-0.35,-0.19,0.14,0.26,0.05,0.03,0.0
2021-11-10 11:8:10.0730,-0.91,-0.169,-0.347,-0.19,0.14,0.26,0.05,0.03,0.0
2021-11-10 11:8:10.0820,-0.901,-0.165,-0.345,-0.21,0.11,0.25,0.09,0.03,-0.01
2021-11-10 11:8:10.0930,-0.893,-0.159,-0.34,-0.28,0.07,0.23,0.14,0.01,-0.01
2021-11-10 11:8:10.1020,-0.901,-0.151,-0.336,-0.38,0.02,0.19,0.11,-0.1,0.02
2021-11-10 11:8:10.1130,-0.907,-0.15,-0.326,-0.36,-0.06,0.15,0.11,-0.1,0.02
2021-11-10 11:8:10.1220,-0.914,-0.155,-0.323,-0.3,-0.11,0.09,0.03,-0.12,0.06
2021-11-10 11:8:10.1320,-0.916,-0.155,-0.324,-0.22,-0.06,0.03,0.03,-0.12,0.06
2021-11-10 11:8:10.1420,-0.912,-0.159,-0.326,-0.21,-0.01,0.08,0.01,-0.12,0.07
2021-11-10 11:8:10.1530,-0.911,-0.162,-0.33,-0.21,-0.01,0.08,0.01,-0.12,0.07
2021-11-10 11:8:10.1630,-0.917,-0.163,-0.326,-0.25,0.04,0.11,-0.01,-0.09,0.1
2021-11-10 11:8:10.1720,-0.917,-0.163,-0.322,-0.22,0.06,0.13,-0.02,-0.02,0.12
2021-11-10 11:8:10.1820,-0.917,-0.163,-0.328,-0.19,0.07,0.04,-0.09,0.1,0.15
2021-11-10 11:8:10.1920,-0.918,-0.156,-0.325,-0.2,0.1,0.09,-0.09,0.1,0.15
2021-11-10 11:8:10.2020,-0.918,-0.149,-0.326,-0.18,0.07,0.07,-0.13,0.13,0.14
2021-11-10 11:8:10.2120,-0.92,-0.14,-0.335,-0.18,0.02,0.04,-0.16,0.1,0.14
2021-11-10 11:8:10.2230,-0.924,-0.139,-0.341,-0.17,-0.05,0.1,-0.17,-0.02,0.11
2021-11-10 11:8:10.2320,-0.927,-0.139,-0.343,-0.14,-0.07,0.19,-0.17,-0.02,0.11
