time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2021-11-10 11:7:56.9130,0.199,0.233,-0.19,-0.75,-11.15,0.06,2.3,3.82,-0.27
2021-11-10 11:7:56.9240,0.184,0.293,-0.15,-0.4,-11.58,0.07,2.3,3.82,-0.27
2021-11-10 11:7:56.9330,0.182,0.335,-0.089,-0.15,-12.18,-0.02,2.27,3.81,-0.11
2021-11-10 11:7:56.9430,0.21,0.336,-0.007,0.01,-12.72,-0.23,2.36,3.83,0.05
2021-11-10 11:7:56.9530,0.263,0.305,0.076,-0.12,-12.95,-0.68,2.53,3.89,0.22
2021-11-10 11:7:56.9630,0.313,0.303,0.154,-0.58,-12.71,-1.19,2.67,3.93,0.39
2021-11-10 11:7:56.9730,0.35,0.309,0.228,-1.12,-12.6,-1.62,2.75,3.88,0.59
2021-11-10 11:7:56.9830,0.343,0.318,0.293,-1.63,-12.67,-2.07,2.72,3.64,1.24
2021-11-10 11:7:56.9930,0.299,0.321,0.384,-1.83,-12.77,-2.37,2.72,3.64,1.24
2021-11-10 11:7:57.0030,0.23,0.327,0.488,-1.7,-12.83,-2.85,2.73,3.7,1.67
2021-11-10 11:7:57.0130,0.163,0.322,0.577,-1.28,-12.9,-3.53,2.73,3.85,2.06
2021-11-10 11:7:57.0230,0.091,0.325,0.659,-0.89,-12.85,-4.18,2.67,3.99,2.41
2021-11-10 11:7:57.0320,0.025,0.287,0.745,-0.5,-12.89,-4.68,2.61,4.12,2.72
2021-11-10 11:7:57.0430,-0.019,0.27,0.76,-0.15,-12.62,-5.31,2.52,4.14,2.96
2021-11-10 11:7:57.0530,-0.065,0.202,0.744,-0.02,-12.31,-5.53,2.37,4.03,3.14
2021-11-10 11:7:57.0630,-0.115,0.12,0.75,0.08,-10.87,-4.96,2.3,3.47,3.39
2021-11-10 11:7:57.0730,-0.165,0.096,0.774,0.08,-10.87,-4.96,2.47,3.0,3.44
2021-11-10 11:7:57.0820,-0.213,0.055,0.869,0.2,-10.42,-4.9,2.47,3.0,3.44
2021-11-10 11:7:57.0940,-0.266,0.065,1.037,0.24,-9.97,-5.29,2.68,2.67,3.47
2021-11-10 11:7:57.1030,-0.317,0.137,1.158,0.38,-9.63,-6.59,2.65,2.54,3.52
2021-11-10 11:7:57.1130,-0.346,0.127,1.19,0.49,-10.06,-7.9,2.22,2.56,3.68
2021-11-10 11:7:57.1230,-0.363,0.027,1.178,0.46,-10.29,-8.43,1.59,2.52,3.99
2021-11-10 11:7:57.1330,-0.416,0.026,1.168,0.16,-9.23,-8.34,1.15,2.31,4.24
2021-11-10 11:7:57.1430,-0.506,0.028,1.122,0.08,-8.62,-8.25,0.96,1.97,4.38
2021-11-10 11:7:57.1520,-0.633,0.002,1.11,0.42,-8.59,-7.94,0.93,1.58,4.49
2021-11-10 11:7:57.1630,-0.775,0.018,1.166,1.1,-8.11,-7.51,1.05,1.4,4.56
2021-11-10 11:7:57.1720,-0.905,0.03,1.186,2.1,-7.84,-7.95,1.06,1.41,4.61
2021-11-10 11:7:57.1820,-1.026,0.037,1.222,2.99,-7.79,-8.27,0.88,1.55,4.7
2021-11-10 11:7:57.1940,-1.119,0.03,1.232,3.84,-7.54,-8.57,0.1,1.77,4.92
2021-11-10 11:7:57.2030,-1.197,0.049,1.172,4.44,-7.23,-8.96,0.1,1.77,4.92
2021-11-10 11:7:57.2130,-1.286,0.072,1.1,4.86,-6.95,-8.72,-0.32,1.6,4.94
2021-11-10 11:7:57.2230,-1.38,0.042,1.049,5.32,-6.96,-8.1,-0.55,1.3,4.9
2021-11-10 11:7:57.2320,-1.483,0.017,1.013,5.9,-6.5,-7.63,-0.56,0.9,4.82
2021-11-10 11:7:57.2430,-1.596,-0.053,1.024,6.58,-5.86,-7.31,-0.47,0.52,4.7
2021-11-10 11:7:57.2530,-1.676,-0.173,1.065,7.42,-5.11,-7.24,-0.44,0.4,4.59
2021-11-10 11:7:57.2630,-1.739,-0.201,1.079,8.12,-3.61,-7.7,-0.59,0.45,4.46
2021-11-10 11:7:57.2720,-1.808,-0.171,1.058,8.53,-2.6,-8.01,-1.42,0.56,4.24
2021-11-10 11:7:57.2830,-1.881,-0.125,1.0,8.97,-2.42,-8.07,-1.42,0.56,4.24
2021-11-10 11:7:57.2930,-1.942,-0.133,0.924,9.5,-2.58,-7.71,-1.91,0.59,4.2
2021-11-10 11:7:57.3030,-1.993,-0.138,0.819,9.99,-2.39,-7.18,-2.32,0.57,4.13
2021-11-10 11:7:57.3130,-2.033,-0.171,0.72,10.36,-1.95,-6.37,-2.56,0.53,3.96
2021-11-10 11:7:57.3230,-2.053,-0.252,0.634,10.68,-1.56,-5.47,-2.62,0.52,3.73
2021-11-10 11:7:57.3330,-2.063,-0.271,0.551,10.83,-0.54,-4.72,-2.59,0.47,3.45
2021-11-10 11:7:57.3430,-2.076,-0.239,0.501,10.86,0.19,-3.98,-2.49,0.33,3.1
2021-11-10 11:7:57.3530,-2.077,-0.212,0.48,10.91,0.22,-3.41,-2.38,0.14,2.75
2021-11-10 11:7:57.3620,-2.053,-0.169,0.466,10.93,0.13,-3.19,-2.31,-0.04,2.41
2021-11-10 11:7:57.3730,-2.0,-0.165,0.444,10.74,-0.05,-3.06,-2.29,-0.17,2.09
2021-11-10 11:7:57.3820,-1.9,-0.244,0.393,10.34,-0.2,-2.94,-2.38,-0.23,1.84
2021-11-10 11:7:57.3920,-1.791,-0.321,0.344,9.47,0.46,-2.55,-2.56,-0.18,1.69
2021-11-10 11:7:57.4020,-1.711,-0.382,0.264,8.38,1.41,-2.09,-2.81,-0.13,1.65
2021-11-10 11:7:57.4120,-1.72,-0.369,0.193,7.38,2.19,-1.46,-3.08,-0.11,1.73
2021-11-10 11:7:57.4220,-1.787,-0.28,0.138,7.11,2.56,-0.7,-3.36,-0.0,1.83
2021-11-10 11:7:57.4320,-1.853,-0.191,0.052,7.6,2.0,-0.21,-3.68,0.37,1.59
2021-11-10 11:7:57.4430,-1.882,-0.12,-0.053,8.28,1.18,0.43,-3.6,0.41,1.22
2021-11-10 11:7:57.4520,-1.85,-0.087,-0.18,8.72,0.51,1.34,-3.6,0.41,1.22
2021-11-10 11:7:57.4620,-1.749,-0.141,-0.308,8.64,0.05,2.45,-3.34,0.31,0.78
2021-11-10 11:7:57.4730,-1.63,-0.229,-0.442,7.87,0.24,3.66,-3.0,0.06,0.39
2021-11-10 11:7:57.4820,-1.539,-0.263,-0.542,6.71,1.12,4.97,-2.5,-0.57,0.05
2021-11-10 11:7:57.4910,-1.508,-0.241,-0.605,5.65,1.66,6.12,-2.5,-0.57,0.05
2021-11-10 11:7:57.5010,-1.513,-0.194,-0.607,5.14,1.61,6.95,-2.34,-0.68,0.04
2021-11-10 11:7:57.5110,-1.521,-0.157,-0.603,5.11,1.17,7.2,-2.2,-0.56,0.04
2021-11-10 11:7:57.5230,-1.504,-0.139,-0.598,5.21,0.71,7.16,-2.05,-0.32,-0.01
2021-11-10 11:7:57.5320,-1.457,-0.126,-0.592,5.17,0.45,7.13,-1.85,-0.09,-0.12
2021-11-10 11:7:57.5420,-1.388,-0.119,-0.576,4.8,0.27,7.04,-1.59,0.03,-0.27
2021-11-10 11:7:57.5510,-1.293,-0.136,-0.55,4.22,0.12,6.94,-1.35,0.08,-0.45
2021-11-10 11:7:57.5620,-1.2,-0.164,-0.529,3.37,0.09,6.66,-1.17,0.1,-0.59
2021-11-10 11:7:57.5710,-1.115,-0.173,-0.5,2.43,0.33,6.42,-1.03,0.07,-0.69
2021-11-10 11:7:57.5820,-1.058,-0.171,-0.486,1.57,0.39,6.15,-0.94,0.02,-0.7
2021-11-10 11:7:57.5920,-1.031,-0.162,-0.472,0.89,0.35,5.93,-0.9,-0.04,-0.65
2021-11-10 11:7:57.6020,-1.014,-0.171,-0.442,0.55,0.19,5.83,-0.87,-0.05,-0.56
2021-11-10 11:7:57.6120,-1.004,-0.188,-0.404,0.36,0.14,5.57,-0.82,0.04,-0.47
2021-11-10 11:7:57.6210,-0.996,-0.191,-0.372,0.25,0.27,5.18,-0.68,0.4,-0.4
2021-11-10 11:7:57.6320,-0.974,-0.187,-0.341,0.17,0.3,4.8,-0.68,0.4,-0.4
2021-11-10 11:7:57.6420,-0.947,-0.181,-0.312,0.01,0.23,4.44,-0.58,0.53,-0.38
2021-11-10 11:7:57.6520,-0.918,-0.166,-0.286,-0.23,0.15,4.09,-0.47,0.57,-0.36
2021-11-10 11:7:57.6610,-0.899,-0.148,-0.255,-0.53,0.0,3.76,-0.36,0.56,-0.33
2021-11-10 11:7:57.6710,-0.881,-0.138,-0.225,-0.74,-0.21,3.42,-0.27,0.52,-0.28
2021-11-10 11:7:57.6820,-0.869,-0.137,-0.197,-0.93,-0.36,3.07,-0.19,0.45,-0.24
2021-11-10 11:7:57.6920,-0.862,-0.142,-0.167,-1.07,-0.43,2.75,-0.13,0.41,-0.21
2021-11-10 11:7:57.7010,-0.86,-0.156,-0.139,-1.15,-0.42,2.42,-0.08,0.4,-0.19
2021-11-10 11:7:57.7120,-0.846,-0.168,-0.11,-1.17,-0.33,2.09,-0.03,0.42,-0.18
2021-11-10 11:7:57.7220,-0.838,-0.182,-0.089,-1.29,-0.22,1.77,0.0,0.45,-0.17
2021-11-10 11:7:57.7310,-0.823,-0.186,-0.071,-1.37,-0.09,1.48,0.05,0.45,-0.14
2021-11-10 11:7:57.7420,-0.827,-0.188,-0.052,-1.49,-0.03,1.28,0.11,0.39,-0.03
2021-11-10 11:7:57.7520,-0.824,-0.187,-0.034,-1.56,-0.02,1.05,0.09,0.36,-0.0
2021-11-10 11:7:57.7620,-0.837,-0.182,-0.024,-1.51,-0.01,0.83,0.09,0.36,-0.0
2021-11-10 11:7:57.7720,-0.861,-0.171,-0.009,-1.51,-0.03,0.67,0.04,0.36,0.05
2021-11-10 11:7:57.7810,-0.875,-0.164,-0.005,-1.26,-0.11,0.51,-0.07,0.33,0.11
2021-11-10 11:7:57.7910,-0.888,-0.164,-0.01,-1.1,-0.21,0.38,-0.07,0.33,0.11
2021-11-10 11:7:57.8010,-0.899,-0.168,-0.013,-0.98,-0.21,0.38,-0.09,0.28,0.13
2021-11-10 11:7:57.8110,-0.914,-0.171,-0.013,-0.87,-0.18,0.4,-0.06,0.24,0.16
2021-11-10 11:7:57.8210,-0.941,-0.171,-0.016,-0.75,-0.12,0.38,-0.03,0.21,0.2
2021-11-10 11:7:57.8300,-0.963,-0.175,-0.007,-0.54,-0.08,0.38,-0.0,0.22,0.24
2021-11-10 11:7:57.8410,-0.978,-0.182,-0.004,-0.28,-0.04,0.32,0.01,0.32,0.26
2021-11-10 11:7:57.8520,-0.988,-0.184,-0.005,-0.12,0.05,0.21,0.01,0.4,0.26
2021-11-10 11:7:57.8610,-0.993,-0.177,-0.007,-0.01,0.12,0.19,0.03,0.44,0.25
2021-11-10 11:7:57.8710,-0.99,-0.169,-0.015,0.06,0.11,0.13,0.05,0.38,0.22
2021-11-10 11:7:57.8820,-0.991,-0.163,-0.013,0.05,0.05,0.19,0.08,0.27,0.19
2021-11-10 11:7:57.8910,-0.987,-0.159,-0.016,0.05,0.0,0.17,0.09,0.07,0.11
2021-11-10 11:7:57.9010,-0.999,-0.164,-0.007,-0.01,-0.05,0.18,0.08,0.07,0.11
2021-11-10 11:7:57.9110,-0.997,-0.168,0.004,0.08,-0.02,0.15,0.07,0.03,0.08
2021-11-10 11:7:57.9210,-1.001,-0.179,0.004,0.11,0.04,0.02,0.07,0.05,0.08
2021-11-10 11:7:57.9310,-1.007,-0.185,0.014,0.11,0.13,-0.01,0.07,0.05,0.08
2021-11-10 11:7:57.9410,-1.012,-0.185,0.018,0.17,0.23,-0.08,0.07,0.11,0.1
2021-11-10 11:7:57.9500,-1.013,-0.186,0.019,0.21,0.26,-0.16,0.06,0.21,0.12
2021-11-10 11:7:57.9600,-1.011,-0.186,0.015,0.25,0.27,-0.21,0.03,0.32,0.14
2021-11-10 11:7:57.9710,-1.006,-0.18,0.011,0.23,0.29,-0.22,-0.02,0.42,0.14
2021-11-10 11:7:57.9820,-0.995,-0.174,-0.0,0.19,0.27,-0.23,-0.06,0.46,0.12
2021-11-10 11:7:57.9910,-0.981,-0.169,-0.021,0.11,0.22,-0.2,-0.08,0.39,0.08
2021-11-10 11:7:58.0000,-0.966,-0.164,-0.036,-0.03,0.17,-0.04,-0.06,0.22,0.04
2021-11-10 11:7:58.0110,-0.963,-0.157,-0.044,-0.17,0.13,0.12,-0.02,-0.0,0.01
2021-11-10 11:7:58.0200,-0.969,-0.157,-0.053,-0.26,0.07,0.23,0.01,-0.18,-0.02
2021-11-10 11:7:58.0300,-0.973,-0.163,-0.045,-0.21,0.02,0.35,0.01,-0.25,-0.02
2021-11-10 11:7:58.0400,-0.978,-0.167,-0.046,-0.17,0.07,0.34,-0.0,-0.23,-0.01
2021-11-10 11:7:58.0500,-0.986,-0.174,-0.029,-0.13,0.12,0.35,0.01,-0.03,0.05
2021-11-10 11:7:58.0610,-0.988,-0.177,-0.022,-0.05,0.18,0.25,0.01,-0.03,0.05
2021-11-10 11:7:58.0700,-0.985,-0.175,-0.018,-0.01,0.24,0.13,0.02,0.08,0.08
2021-11-10 11:7:58.0800,-0.985,-0.171,-0.019,-0.03,0.24,0.07,0.02,0.14,0.09
2021-11-10 11:7:58.0910,-0.979,-0.167,-0.022,-0.03,0.23,0.05,0.02,0.16,0.08
2021-11-10 11:7:58.1010,-0.976,-0.161,-0.027,-0.07,0.18,0.06,0.01,0.13,0.06
2021-11-10 11:7:58.1110,-0.975,-0.153,-0.034,-0.13,0.14,0.09,0.0,0.04,0.04
2021-11-10 11:7:58.1210,-0.974,-0.153,-0.037,-0.14,0.07,0.16,-0.0,-0.06,0.02
2021-11-10 11:7:58.1300,-0.98,-0.156,-0.043,-0.14,0.03,0.21,-0.01,-0.14,0.01
2021-11-10 11:7:58.1410,-0.991,-0.16,-0.041,-0.14,0.06,0.28,-0.04,-0.11,0.03
2021-11-10 11:7:58.1510,-0.996,-0.17,-0.038,-0.02,0.1,0.3,-0.04,-0.11,0.03
2021-11-10 11:7:58.1610,-0.997,-0.174,-0.042,0.05,0.18,0.27,-0.06,-0.02,0.04
2021-11-10 11:7:58.1710,-0.992,-0.173,-0.053,0.08,0.26,0.27,-0.06,0.1,0.04
2021-11-10 11:7:58.1800,-0.993,-0.174,-0.06,0.04,0.25,0.34,-0.06,0.1,0.04
2021-11-10 11:7:58.1910,-0.993,-0.162,-0.064,0.02,0.28,0.45,-0.03,0.08,0.04
2021-11-10 11:7:58.1990,-0.995,-0.162,-0.07,0.04,0.2,0.46,-0.01,0.04,0.02
2021-11-10 11:7:58.2100,-0.998,-0.162,-0.07,0.03,0.14,0.52,0.01,-0.0,-0.01
2021-11-10 11:7:58.2190,-0.998,-0.157,-0.069,0.08,0.16,0.54,0.02,-0.01,-0.03
2021-11-10 11:7:58.2290,-0.999,-0.151,-0.067,0.08,0.12,0.54,0.04,0.01,-0.05
2021-11-10 11:7:58.2400,-0.994,-0.141,-0.068,0.09,0.07,0.51,0.05,0.05,-0.06
2021-11-10 11:7:58.2500,-0.983,-0.136,-0.072,-0.02,-0.11,0.54,0.06,0.05,-0.05
2021-11-10 11:7:58.2590,-0.971,-0.131,-0.07,-0.14,-0.16,0.53,0.08,0.03,-0.04
2021-11-10 11:7:58.2690,-0.964,-0.133,-0.067,-0.14,-0.16,0.53,0.09,-0.0,-0.02
2021-11-10 11:7:58.2790,-0.96,-0.14,-0.061,-0.22,-0.17,0.52,0.1,-0.01,-0.0
2021-11-10 11:7:58.2900,-0.96,-0.147,-0.055,-0.28,-0.12,0.46,0.12,0.01,0.02
2021-11-10 11:7:58.2990,-0.955,-0.152,-0.053,-0.29,-0.03,0.4,0.13,0.03,0.03
2021-11-10 11:7:58.3100,-0.949,-0.162,-0.05,-0.31,0.03,0.37,0.15,0.05,0.04
2021-11-10 11:7:58.3200,-0.952,-0.168,-0.046,-0.39,0.1,0.33,0.15,0.06,0.06
2021-11-10 11:7:58.3310,-0.963,-0.167,-0.035,-0.4,0.2,0.3,0.12,0.11,0.07
2021-11-10 11:7:58.3400,-0.971,-0.166,-0.029,-0.3,0.21,0.19,0.07,0.18,0.08
2021-11-10 11:7:58.3500,-0.972,-0.168,-0.031,-0.2,0.21,0.08,0.01,0.25,0.08
2021-11-10 11:7:58.3600,-0.972,-0.163,-0.037,-0.18,0.23,0.04,-0.04,0.29,0.08
2021-11-10 11:7:58.3700,-0.97,-0.157,-0.043,-0.17,0.23,0.07,-0.05,0.28,0.09
2021-11-10 11:7:58.3800,-0.967,-0.153,-0.052,-0.18,0.17,0.1,0.01,0.12,0.07
2021-11-10 11:7:58.3900,-0.97,-0.148,-0.059,-0.22,0.13,0.17,0.01,0.12,0.07
2021-11-10 11:7:58.4000,-0.973,-0.148,-0.068,-0.2,0.09,0.24,0.04,0.01,0.06
2021-11-10 11:7:58.4100,-0.982,-0.152,-0.073,-0.19,0.07,0.32,0.08,-0.09,0.04
2021-11-10 11:7:58.4200,-0.991,-0.155,-0.069,-0.12,0.11,0.41,0.1,-0.13,0.03
2021-11-10 11:7:58.4300,-0.998,-0.156,-0.069,-0.02,0.15,0.41,0.1,-0.11,0.03
2021-11-10 11:7:58.4390,-1.003,-0.154,-0.066,0.04,0.17,0.4,0.09,-0.06,0.03
2021-11-10 11:7:58.4510,-1.0,-0.154,-0.065,0.11,0.16,0.39,0.08,-0.01,0.05
2021-11-10 11:7:58.4590,-0.997,-0.155,-0.066,0.1,0.15,0.35,0.07,0.04,0.05
2021-11-10 11:7:58.4700,-0.995,-0.151,-0.064,0.07,0.16,0.37,0.06,0.07,0.05
2021-11-10 11:7:58.4800,-0.991,-0.148,-0.066,0.05,0.15,0.34,0.06,0.05,0.04
2021-11-10 11:7:58.4900,-0.987,-0.15,-0.067,0.02,0.11,0.34,0.06,0.05,0.04
2021-11-10 11:7:58.4990,-0.983,-0.151,-0.064,-0.02,0.12,0.37,0.07,0.03,0.03
2021-11-10 11:7:58.5090,-0.98,-0.15,-0.07,-0.07,0.14,0.33,0.09,0.0,0.03
2021-11-10 11:7:58.5200,-0.981,-0.15,-0.069,-0.1,0.14,0.37,0.1,-0.03,0.03
2021-11-10 11:7:58.5300,-0.983,-0.152,-0.066,-0.11,0.13,0.39,0.11,-0.05,0.04
2021-11-10 11:7:58.5390,-0.99,-0.152,-0.064,-0.09,0.16,0.37,0.1,-0.03,0.05
2021-11-10 11:7:58.5500,-0.993,-0.149,-0.066,-0.04,0.18,0.34,0.09,0.02,0.05
2021-11-10 11:7:58.5590,-0.993,-0.149,-0.069,0.01,0.16,0.34,0.08,0.06,0.03
2021-11-10 11:7:58.5690,-0.99,-0.144,-0.071,0.02,0.15,0.37,0.08,0.09,0.02
2021-11-10 11:7:58.5810,-0.99,-0.14,-0.068,0.0,0.12,0.38,0.1,0.1,0.01
2021-11-10 11:7:58.5900,-0.985,-0.143,-0.065,-0.01,0.07,0.36,0.12,0.11,0.0
2021-11-10 11:7:58.6000,-0.983,-0.147,-0.065,-0.03,0.08,0.32,0.12,0.1,-0.0
2021-11-10 11:7:58.6090,-0.982,-0.148,-0.065,-0.08,0.12,0.3,0.13,0.08,-0.01
2021-11-10 11:7:58.6190,-0.988,-0.149,-0.07,-0.09,0.14,0.29,0.12,0.06,-0.01
2021-11-10 11:7:58.6300,-0.991,-0.148,-0.07,-0.06,0.14,0.32,0.13,0.04,-0.01
2021-11-10 11:7:58.6400,-0.991,-0.144,-0.074,0.0,0.14,0.34,0.12,0.01,0.01
2021-11-10 11:7:58.6500,-0.991,-0.143,-0.074,0.0,0.11,0.36,0.1,-0.02,0.01
2021-11-10 11:7:58.6600,-0.99,-0.144,-0.072,0.0,0.09,0.39,0.09,-0.03,0.01
2021-11-10 11:7:58.6700,-0.989,-0.147,-0.069,0.0,0.09,0.37,0.09,-0.02,0.01
2021-11-10 11:7:58.6790,-0.985,-0.145,-0.067,-0.01,0.13,0.34,0.09,0.02,-0.02
2021-11-10 11:7:58.6890,-0.982,-0.144,-0.066,-0.04,0.12,0.32,0.09,0.02,-0.02
2021-11-10 11:7:58.6990,-0.979,-0.142,-0.064,-0.08,0.1,0.3,0.1,0.03,-0.03
2021-11-10 11:7:58.7090,-0.977,-0.139,-0.06,-0.11,0.09,0.29,0.11,0.05,-0.02
2021-11-10 11:7:58.7180,-0.974,-0.138,-0.061,-0.13,0.06,0.24,0.13,0.05,-0.01
2021-11-10 11:7:58.7290,-0.972,-0.14,-0.059,-0.15,0.04,0.24,0.12,0.07,-0.01
2021-11-10 11:7:58.7390,-0.976,-0.136,-0.06,-0.18,0.05,0.21,0.09,0.08,0.0
2021-11-10 11:7:58.7490,-0.975,-0.134,-0.059,-0.16,0.04,0.21,0.07,0.09,0.01
2021-11-10 11:7:58.7590,-0.972,-0.136,-0.058,-0.15,0.0,0.19,0.06,0.09,0.01
2021-11-10 11:7:58.7680,-0.971,-0.137,-0.053,-0.18,0.01,0.17,0.05,0.09,0.02
2021-11-10 11:7:58.7780,-0.97,-0.136,-0.047,-0.2,0.03,0.14,0.06,0.09,0.02
2021-11-10 11:7:58.7900,-0.967,-0.138,-0.045,-0.19,0.03,0.06,0.06,0.1,0.03
2021-11-10 11:7:58.7990,-0.966,-0.139,-0.041,-0.22,0.05,0.04,0.05,0.09,0.03
2021-11-10 11:7:58.8090,-0.968,-0.139,-0.042,-0.24,0.06,-0.02,0.05,0.07,0.02
2021-11-10 11:7:58.8180,-0.966,-0.14,-0.039,-0.23,0.06,-0.02,0.04,0.04,0.02
2021-11-10 11:7:58.8290,-0.966,-0.143,-0.042,-0.24,0.07,-0.05,0.05,-0.01,0.01
2021-11-10 11:7:58.8380,-0.97,-0.143,-0.041,-0.25,0.1,-0.02,0.03,-0.06,0.01
2021-11-10 11:7:58.8490,-0.975,-0.142,-0.039,-0.22,0.11,-0.01,0.03,-0.06,0.01
2021-11-10 11:7:58.8570,-0.981,-0.145,-0.037,-0.11,0.12,-0.05,0.01,-0.02,0.02
2021-11-10 11:7:58.8680,-0.982,-0.148,-0.039,-0.11,0.12,-0.05,-0.01,0.03,0.03
2021-11-10 11:7:58.8780,-0.981,-0.147,-0.044,-0.09,0.16,-0.06,-0.03,0.07,0.04
2021-11-10 11:7:58.8900,-0.978,-0.146,-0.051,-0.09,0.17,-0.03,-0.03,0.08,0.04
2021-11-10 11:7:58.8990,-0.977,-0.143,-0.058,-0.11,0.16,0.03,-0.03,0.07,0.04
2021-11-10 11:7:58.9100,-0.979,-0.139,-0.066,-0.15,0.15,0.09,-0.02,0.05,0.04
2021-11-10 11:7:58.9190,-0.981,-0.137,-0.073,-0.13,0.11,0.17,-0.03,0.04,0.04
2021-11-10 11:7:58.9290,-0.981,-0.136,-0.082,-0.1,0.09,0.23,-0.05,0.04,0.03
2021-11-10 11:7:58.9380,-0.982,-0.135,-0.087,-0.09,0.08,0.31,-0.08,0.06,0.04
2021-11-10 11:7:58.9490,-0.982,-0.132,-0.096,-0.09,0.07,0.36,-0.08,0.06,0.04
2021-11-10 11:7:58.9580,-0.98,-0.135,-0.109,-0.09,0.05,0.42,-0.08,0.06,0.04
2021-11-10 11:7:58.9690,-0.975,-0.138,-0.121,-0.11,0.06,0.54,-0.05,0.05,0.03
2021-11-10 11:7:58.9780,-0.976,-0.141,-0.135,-0.14,0.1,0.66,-0.0,0.02,0.04
2021-11-10 11:7:58.9880,-0.983,-0.141,-0.147,-0.17,0.13,0.78,0.03,0.02,0.04
2021-11-10 11:7:58.9980,-0.991,-0.138,-0.156,-0.11,0.15,0.92,0.05,0.02,0.06
2021-11-10 11:7:59.0080,-1.0,-0.138,-0.16,-0.04,0.14,1.01,0.06,0.04,0.08
2021-11-10 11:7:59.0180,-1.008,-0.138,-0.162,0.05,0.14,1.07,0.06,0.07,0.08
2021-11-10 11:7:59.0290,-1.014,-0.135,-0.164,0.13,0.14,1.08,0.05,0.1,0.08
2021-11-10 11:7:59.0390,-1.015,-0.134,-0.165,0.21,0.14,1.08,0.05,0.13,0.05
2021-11-10 11:7:59.0490,-1.011,-0.135,-0.16,0.22,0.11,1.09,0.07,0.14,0.03
2021-11-10 11:7:59.0580,-1.009,-0.129,-0.152,0.21,0.13,1.05,0.11,0.15,0.01
2021-11-10 11:7:59.0680,-1.009,-0.122,-0.149,0.17,0.09,0.97,0.22,0.08,-0.02
2021-11-10 11:7:59.0770,-1.006,-0.126,-0.14,0.18,0.01,0.91,0.22,0.08,-0.02
2021-11-10 11:7:59.0880,-1.002,-0.134,-0.123,0.16,0.01,0.86,0.27,0.06,-0.05
2021-11-10 11:7:59.0980,-0.997,-0.136,-0.106,0.12,0.08,0.7,0.31,0.07,-0.06
2021-11-10 11:7:59.1080,-0.99,-0.132,-0.091,0.07,0.12,0.52,0.33,0.09,-0.06
2021-11-10 11:7:59.1170,-0.981,-0.131,-0.077,0.02,0.09,0.37,0.31,0.1,-0.06
2021-11-10 11:7:59.1280,-0.972,-0.13,-0.067,-0.06,0.06,0.21,0.27,0.09,-0.05
2021-11-10 11:7:59.1380,-0.97,-0.128,-0.057,-0.15,0.04,0.09,0.22,0.08,-0.05
2021-11-10 11:7:59.1490,-0.968,-0.123,-0.055,-0.21,0.03,-0.01,0.15,0.01,-0.05
2021-11-10 11:7:59.1590,-0.971,-0.123,-0.057,-0.21,-0.02,-0.07,0.15,0.01,-0.05
2021-11-10 11:7:59.1690,-0.979,-0.124,-0.055,-0.21,-0.05,-0.05,0.16,-0.02,-0.05
2021-11-10 11:7:59.1790,-0.987,-0.125,-0.054,-0.15,-0.04,-0.05,0.2,0.0,-0.06
2021-11-10 11:7:59.1880,-0.988,-0.131,-0.052,-0.06,-0.04,-0.06,0.2,0.0,-0.06
2021-11-10 11:7:59.1980,-0.984,-0.134,-0.051,-0.02,0.0,-0.08,0.21,0.06,-0.07
2021-11-10 11:7:59.2080,-0.978,-0.135,-0.05,-0.04,0.03,-0.1,0.21,0.11,-0.06
2021-11-10 11:7:59.2180,-0.975,-0.13,-0.051,-0.1,0.05,-0.12,0.2,0.13,-0.03
2021-11-10 11:7:59.2280,-0.975,-0.123,-0.052,-0.14,0.02,-0.13,0.17,0.12,-0.01
2021-11-10 11:7:59.2370,-0.977,-0.121,-0.056,-0.15,-0.05,-0.12,0.13,0.09,0.01
2021-11-10 11:7:59.2490,-0.982,-0.117,-0.066,-0.15,-0.08,-0.11,0.08,-0.02,-0.0
2021-11-10 11:7:59.2570,-0.985,-0.115,-0.07,-0.09,-0.12,-0.02,0.07,-0.06,-0.02
2021-11-10 11:7:59.2680,-0.989,-0.117,-0.076,-0.06,-0.15,0.04,0.07,-0.06,-0.02
2021-11-10 11:7:59.2770,-0.988,-0.12,-0.082,-0.01,-0.14,0.1,0.09,-0.06,-0.03
2021-11-10 11:7:59.2880,-0.987,-0.125,-0.082,-0.01,-0.12,0.18,0.11,-0.04,-0.04
2021-11-10 11:7:59.2970,-0.988,-0.124,-0.076,-0.03,-0.08,0.2,0.13,0.02,-0.04
2021-11-10 11:7:59.3080,-0.983,-0.12,-0.076,-0.02,-0.07,0.15,0.14,0.06,-0.03
2021-11-10 11:7:59.3180,-0.981,-0.118,-0.073,-0.05,-0.1,0.12,0.14,0.09,-0.02
2021-11-10 11:7:59.3270,-0.981,-0.115,-0.068,-0.08,-0.13,0.11,0.14,0.11,-0.01
2021-11-10 11:7:59.3380,-0.979,-0.113,-0.069,-0.08,-0.15,0.04,0.11,0.11,0.0
2021-11-10 11:7:59.3480,-0.974,-0.116,-0.072,-0.09,-0.18,0.02,0.09,0.07,-0.01
2021-11-10 11:7:59.3580,-0.973,-0.12,-0.072,-0.14,-0.17,0.05,0.07,-0.0,-0.02
