time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2021-11-10 11:10:13.6150,0.219,0.977,-0.135,-1.29,0.34,0.92,0.1,0.69,-0.38
2021-11-10 11:10:13.6250,0.198,0.979,-0.128,-1.11,0.19,0.94,0.14,0.76,-0.39
2021-11-10 11:10:13.6350,0.2,0.971,-0.126,-0.89,0.12,0.88,0.15,0.84,-0.4
2021-11-10 11:10:13.6440,0.218,0.949,-0.138,-0.86,0.17,0.83,0.14,0.94,-0.41
2021-11-10 11:10:13.6540,0.258,0.922,-0.171,-1.01,0.33,0.88,0.09,1.04,-0.38
2021-11-10 11:10:13.6650,0.32,0.896,-0.207,-1.34,0.6,1.14,0.01,1.1,-0.32
2021-11-10 11:10:13.6740,0.4,0.873,-0.216,-1.9,0.86,1.54,-0.17,0.99,-0.12
2021-11-10 11:10:13.6840,0.502,0.849,-0.217,-2.62,1.1,1.77,-0.17,0.99,-0.12
2021-11-10 11:10:13.6940,0.594,0.835,-0.242,-3.56,1.34,1.78,-0.25,0.79,-0.05
2021-11-10 11:10:13.7040,0.662,0.846,-0.28,-5.29,1.52,2.37,-0.43,0.26,0.07
2021-11-10 11:10:13.7130,0.695,0.881,-0.302,-5.29,1.52,2.37,-0.43,0.26,0.07
2021-11-10 11:10:13.7240,0.681,0.949,-0.301,-5.74,1.27,2.7,-0.57,-0.21,0.11
2021-11-10 11:10:13.7350,0.621,1.036,-0.257,-5.78,0.74,2.85,-0.57,-0.21,0.11
2021-11-10 11:10:13.7440,0.537,1.12,-0.19,-5.34,-0.1,2.64,-0.61,-0.39,0.11
2021-11-10 11:10:13.7540,0.448,1.203,-0.125,-3.67,-1.75,1.47,-0.64,-0.64,0.15
2021-11-10 11:10:13.7640,0.361,1.288,-0.071,-3.67,-1.75,1.47,-0.64,-0.64,0.15
2021-11-10 11:10:13.7740,0.262,1.354,-0.002,-2.8,-2.58,0.98,-0.62,-0.71,0.21
2021-11-10 11:10:13.7840,0.158,1.392,0.058,-1.85,-3.33,0.41,-0.55,-0.69,0.31
2021-11-10 11:10:13.7940,0.082,1.415,0.128,-0.78,-3.81,-0.21,-0.42,-0.66,0.44
2021-11-10 11:10:13.8030,0.059,1.418,0.224,0.16,-4.07,-0.76,-0.26,-0.68,0.54
2021-11-10 11:10:13.8140,0.052,1.349,0.271,0.63,-4.23,-1.67,0.05,-0.72,0.65
2021-11-10 11:10:13.8240,0.041,1.25,0.281,0.77,-3.86,-2.37,0.05,-0.72,0.65
2021-11-10 11:10:13.8340,0.034,1.167,0.304,0.94,-2.9,-2.56,0.19,-0.77,0.62
2021-11-10 11:10:13.8440,0.014,1.087,0.336,1.07,-2.05,-2.75,0.32,-0.77,0.62
2021-11-10 11:10:13.8540,-0.017,1.006,0.338,1.27,-1.26,-3.12,0.46,-0.74,0.57
2021-11-10 11:10:13.8640,-0.06,0.94,0.315,1.59,-0.48,-3.34,0.76,-0.53,0.52
2021-11-10 11:10:13.8740,-0.113,0.899,0.273,2.02,0.24,-3.26,0.76,-0.53,0.52
2021-11-10 11:10:13.8830,-0.163,0.894,0.199,2.56,0.73,-3.02,0.88,-0.31,0.53
2021-11-10 11:10:13.8930,-0.199,0.916,0.107,3.13,0.91,-2.5,0.96,-0.01,0.57
2021-11-10 11:10:13.9030,-0.202,0.953,0.028,3.62,0.74,-1.73,1.01,0.32,0.63
2021-11-10 11:10:13.9140,-0.167,1.012,-0.028,3.85,0.44,-0.96,1.02,0.62,0.67
2021-11-10 11:10:13.9230,-0.099,1.048,-0.059,3.71,-0.11,-0.42,0.99,0.82,0.68
2021-11-10 11:10:13.9330,-0.008,1.054,-0.075,3.23,-0.6,-0.09,0.91,0.87,0.66
2021-11-10 11:10:13.9440,0.101,1.037,-0.098,2.47,-0.77,0.04,0.78,0.74,0.59
2021-11-10 11:10:13.9530,0.219,1.002,-0.121,1.53,-0.71,0.17,0.62,0.47,0.48
2021-11-10 11:10:13.9630,0.325,0.951,-0.136,0.42,-0.44,0.37,0.32,-0.22,0.28
2021-11-10 11:10:13.9740,0.411,0.906,-0.141,-0.66,0.01,0.53,0.32,-0.22,0.28
2021-11-10 11:10:13.9830,0.478,0.895,-0.153,-1.55,0.49,0.55,0.24,-0.54,0.23
2021-11-10 11:10:13.9930,0.529,0.926,-0.17,-2.27,0.75,0.61,0.21,-0.79,0.18
2021-11-10 11:10:14.0030,0.537,0.973,-0.197,-2.81,0.58,0.69,0.19,-1.02,0.12
2021-11-10 11:10:14.0130,0.511,0.996,-0.198,-3.1,0.12,0.93,0.19,-1.25,0.08
2021-11-10 11:10:14.0220,0.473,0.982,-0.189,-2.91,-0.22,0.99,0.2,-1.48,0.04
2021-11-10 11:10:14.0330,0.426,0.948,-0.177,-2.61,-0.22,0.86,0.19,-1.68,0.02
2021-11-10 11:10:14.0430,0.377,0.921,-0.162,-2.19,0.07,0.69,0.17,-1.84,0.01
2021-11-10 11:10:14.0530,0.324,0.907,-0.148,-1.72,0.38,0.5,0.15,-1.91,-0.02
2021-11-10 11:10:14.0630,0.269,0.901,-0.14,-1.26,0.56,0.3,0.1,-1.79,0.03
2021-11-10 11:10:14.0740,0.221,0.902,-0.134,-0.72,0.63,0.15,0.1,-1.79,0.03
2021-11-10 11:10:14.0830,0.185,0.908,-0.144,-0.27,0.65,0.06,0.11,-1.67,0.09
2021-11-10 11:10:14.0930,0.173,0.925,-0.166,0.18,0.62,-0.02,0.12,-1.6,0.13
2021-11-10 11:10:14.1030,0.154,0.929,-0.169,0.34,0.47,0.2,0.13,-1.51,0.15
2021-11-10 11:10:14.1130,0.13,0.916,-0.179,0.47,0.35,0.22,0.12,-1.44,0.18
2021-11-10 11:10:14.1220,0.122,0.903,-0.192,0.72,0.43,0.24,0.03,-1.4,0.23
2021-11-10 11:10:14.1330,0.135,0.878,-0.179,0.87,0.56,0.37,0.03,-1.4,0.23
2021-11-10 11:10:14.1440,0.154,0.839,-0.161,0.81,0.73,0.3,0.02,-1.4,0.22
2021-11-10 11:10:14.1530,0.173,0.794,-0.158,0.63,1.07,0.09,0.03,-1.38,0.2
2021-11-10 11:10:14.1620,0.187,0.77,-0.163,0.45,1.52,-0.06,0.05,-1.35,0.17
2021-11-10 11:10:14.1740,0.212,0.757,-0.191,0.28,1.8,-0.06,0.05,-1.33,0.13
2021-11-10 11:10:14.1830,0.214,0.753,-0.2,0.06,2.0,0.12,-0.0,-1.3,0.09
2021-11-10 11:10:14.1920,0.225,0.744,-0.209,-0.08,2.02,0.28,-0.06,-1.27,0.08
2021-11-10 11:10:14.2030,0.216,0.739,-0.203,-0.13,2.14,0.34,-0.14,-1.2,0.07
2021-11-10 11:10:14.2130,0.215,0.736,-0.214,-0.16,2.16,0.33,-0.21,-1.12,0.09
2021-11-10 11:10:14.2220,0.221,0.74,-0.227,-0.07,2.23,0.35,-0.28,-1.06,0.09
2021-11-10 11:10:14.2330,0.216,0.743,-0.219,-0.16,2.21,0.53,-0.34,-0.97,0.07
2021-11-10 11:10:14.2420,0.209,0.756,-0.226,-0.14,2.18,0.51,-0.37,-0.9,0.03
2021-11-10 11:10:14.2530,0.2,0.785,-0.241,-0.11,2.12,0.52,-0.38,-0.86,-0.1
2021-11-10 11:10:14.2630,0.184,0.83,-0.239,-0.04,1.89,0.69,-0.38,-0.86,-0.1
2021-11-10 11:10:14.2730,0.147,0.896,-0.217,0.05,1.52,0.77,-0.33,-0.81,-0.15
2021-11-10 11:10:14.2820,0.098,0.974,-0.183,0.3,0.96,0.63,-0.26,-0.7,-0.17
2021-11-10 11:10:14.2920,0.05,1.054,-0.131,0.74,0.22,0.35,-0.13,-0.62,-0.18
2021-11-10 11:10:14.3030,-0.013,1.131,-0.06,1.17,-0.55,-0.09,0.06,-0.58,-0.19
2021-11-10 11:10:14.3120,-0.068,1.183,-0.018,2.28,-1.95,-1.4,0.24,-0.25,-0.31
2021-11-10 11:10:14.3210,-0.095,1.228,-0.07,2.28,-1.95,-1.4,0.24,-0.25,-0.31
2021-11-10 11:10:14.3330,-0.053,1.273,-0.2,2.66,-2.37,-1.31,0.25,0.04,-0.35
2021-11-10 11:10:14.3420,0.041,1.265,-0.318,2.48,-2.85,-0.24,0.36,0.36,-0.36
2021-11-10 11:10:14.3530,0.161,1.179,-0.407,1.7,-3.03,0.98,0.55,0.71,-0.33
2021-11-10 11:10:14.3630,0.28,1.032,-0.484,0.58,-2.48,1.92,0.73,1.02,-0.23
2021-11-10 11:10:14.3720,0.373,0.924,-0.545,-0.62,-1.2,2.61,0.88,1.14,-0.08
2021-11-10 11:10:14.3830,0.444,0.864,-0.551,-1.61,0.09,3.27,1.0,1.09,0.1
2021-11-10 11:10:14.3920,0.509,0.814,-0.548,-2.34,0.75,3.42,1.02,0.89,0.28
2021-11-10 11:10:14.4020,0.598,0.823,-0.537,-2.92,1.27,3.32,0.92,0.58,0.42
2021-11-10 11:10:14.4120,0.687,0.913,-0.569,-3.63,1.44,3.16,0.76,0.25,0.43
2021-11-10 11:10:14.4230,0.712,1.067,-0.557,-4.54,0.82,3.2,0.51,-0.51,0.22
2021-11-10 11:10:14.4320,0.606,1.261,-0.366,-5.09,-0.5,3.45,0.51,-0.51,0.22
2021-11-10 11:10:14.4420,0.463,1.472,-0.181,-4.53,-2.29,2.1,0.22,-0.59,0.18
2021-11-10 11:10:14.4520,0.434,1.643,-0.09,-3.05,-4.33,0.02,-0.14,-0.64,0.12
2021-11-10 11:10:14.4620,0.427,1.603,-0.011,-2.31,-6.29,-1.15,-0.43,-0.68,0.03
2021-11-10 11:10:14.4720,0.312,1.348,0.054,-2.4,-6.86,-1.86,-0.48,-0.73,0.06
2021-11-10 11:10:14.4820,0.176,1.077,0.048,-1.68,-4.93,-2.58,-0.3,-0.79,0.19
2021-11-10 11:10:14.4920,0.127,0.878,-0.005,-0.24,-2.15,-2.85,-0.09,-0.94,0.33
2021-11-10 11:10:14.5020,0.135,0.753,-0.026,0.62,0.1,-2.4,-0.02,-1.12,0.4
2021-11-10 11:10:14.5120,0.137,0.681,-0.028,0.65,1.56,-2.07,-0.06,-1.23,0.42
2021-11-10 11:10:14.5230,0.144,0.633,-0.019,0.62,2.43,-2.03,-0.17,-1.3,0.4
2021-11-10 11:10:14.5320,0.146,0.602,0.003,0.57,2.96,-2.06,-0.3,-1.35,0.34
2021-11-10 11:10:14.5410,0.154,0.6,0.015,0.53,3.35,-2.23,-0.63,-1.37,0.15
2021-11-10 11:10:14.5510,0.153,0.655,0.018,0.47,3.49,-2.38,-0.63,-1.37,0.15
2021-11-10 11:10:14.5620,0.131,0.746,0.012,0.39,3.21,-2.39,-0.81,-1.36,0.01
2021-11-10 11:10:14.5730,0.102,0.839,0.022,0.51,2.4,-2.31,-0.97,-1.35,-0.14
2021-11-10 11:10:14.5810,0.077,0.934,0.033,0.72,1.52,-2.25,-1.06,-1.32,-0.25
2021-11-10 11:10:14.5920,0.063,1.036,0.044,0.95,0.63,-2.31,-1.1,-1.23,-0.28
2021-11-10 11:10:14.6030,0.052,1.112,0.061,1.08,-0.34,-2.3,-1.1,-1.04,-0.24
2021-11-10 11:10:14.6120,0.037,1.122,0.063,1.16,-1.21,-2.39,-1.07,-0.81,-0.16
2021-11-10 11:10:14.6220,0.022,1.084,0.051,1.27,-1.55,-2.38,-1.0,-0.55,-0.07
2021-11-10 11:10:14.6320,0.016,1.027,0.039,1.41,-1.29,-2.23,-0.76,-0.1,0.11
2021-11-10 11:10:14.6420,0.023,0.965,0.027,1.52,-0.77,-2.03,-0.76,-0.1,0.11
2021-11-10 11:10:14.6510,0.043,0.909,0.014,1.51,-0.17,-1.85,-0.66,0.09,0.19
2021-11-10 11:10:14.6620,0.084,0.882,-0.001,1.4,0.44,-1.66,-0.57,0.23,0.23
2021-11-10 11:10:14.6710,0.134,0.882,-0.017,1.1,0.83,-1.46,-0.49,0.31,0.25
2021-11-10 11:10:14.6810,0.186,0.893,-0.04,0.65,0.91,-1.26,-0.46,0.32,0.23
2021-11-10 11:10:14.6910,0.231,0.904,-0.064,0.17,0.83,-1.01,-0.5,0.22,0.16
2021-11-10 11:10:14.7020,0.254,0.902,-0.065,-0.3,0.72,-0.71,-0.56,0.1,0.08
2021-11-10 11:10:14.7120,0.267,0.891,-0.059,-0.6,0.69,-0.54,-0.62,0.0,0.0
2021-11-10 11:10:14.7220,0.272,0.878,-0.055,-0.76,0.78,-0.56,-0.66,-0.05,-0.05
2021-11-10 11:10:14.7310,0.265,0.866,-0.051,-0.86,0.92,-0.51,-0.66,-0.03,-0.08
2021-11-10 11:10:14.7410,0.256,0.867,-0.054,-0.82,1.05,-0.51,-0.65,0.01,-0.11
2021-11-10 11:10:14.7510,0.24,0.885,-0.059,-0.75,1.11,-0.45,-0.63,0.07,-0.14
2021-11-10 11:10:14.7610,0.222,0.906,-0.06,-0.65,1.0,-0.33,-0.61,0.13,-0.2
2021-11-10 11:10:14.7710,0.215,0.924,-0.067,-0.48,0.8,-0.25,-0.58,0.21,-0.25
2021-11-10 11:10:14.7810,0.214,0.936,-0.072,-0.38,0.62,-0.15,-0.56,0.29,-0.28
2021-11-10 11:10:14.7920,0.218,0.942,-0.076,-0.39,0.48,-0.02,-0.54,0.39,-0.29
2021-11-10 11:10:14.8010,0.234,0.942,-0.081,-0.42,0.41,0.06,-0.5,0.47,-0.29
2021-11-10 11:10:14.8110,0.259,0.941,-0.086,-0.56,0.4,0.17,-0.34,0.61,-0.25
2021-11-10 11:10:14.8220,0.289,0.947,-0.097,-0.8,0.42,0.25,-0.34,0.61,-0.25
2021-11-10 11:10:14.8320,0.317,0.96,-0.107,-1.1,0.4,0.39,-0.25,0.64,-0.26
2021-11-10 11:10:14.8410,0.34,0.968,-0.119,-1.4,0.29,0.52,-0.18,0.61,-0.28
2021-11-10 11:10:14.8510,0.36,0.969,-0.131,-1.69,0.19,0.66,-0.14,0.57,-0.33
2021-11-10 11:10:14.8610,0.371,0.959,-0.15,-1.91,0.16,0.78,-0.11,0.51,-0.38
2021-11-10 11:10:14.8710,0.365,0.941,-0.16,-2.11,0.22,0.98,-0.12,0.47,-0.42
2021-11-10 11:10:14.8820,0.349,0.925,-0.166,-2.15,0.38,1.14,-0.13,0.45,-0.44
2021-11-10 11:10:14.8910,0.329,0.916,-0.178,-2.06,0.56,1.2,-0.15,0.46,-0.44
2021-11-10 11:10:14.9010,0.314,0.903,-0.174,-1.9,0.68,1.35,-0.19,0.5,-0.44
2021-11-10 11:10:14.9110,0.311,0.889,-0.156,-1.77,0.79,1.4,-0.23,0.56,-0.4
2021-11-10 11:10:14.9220,0.339,0.88,-0.131,-1.72,0.93,1.31,-0.34,0.52,-0.26
2021-11-10 11:10:14.9310,0.39,0.895,-0.116,-1.88,1.07,1.1,-0.34,0.52,-0.26
2021-11-10 11:10:14.9410,0.451,0.918,-0.111,-2.35,1.02,0.95,-0.38,0.37,-0.2
2021-11-10 11:10:14.9510,0.526,0.938,-0.125,-2.91,0.8,0.91,-0.42,0.17,-0.13
2021-11-10 11:10:14.9610,0.573,0.957,-0.153,-3.63,0.59,1.01,-0.46,0.03,-0.07
2021-11-10 11:10:14.9700,0.559,0.982,-0.179,-4.26,0.41,1.3,-0.49,-0.04,-0.02
2021-11-10 11:10:14.9800,0.5,1.009,-0.181,-4.35,0.19,1.63,-0.58,-0.02,0.07
2021-11-10 11:10:14.9910,0.43,1.048,-0.161,-3.2,-0.4,1.74,-0.55,0.0,0.11
2021-11-10 11:10:15.0000,0.373,1.111,-0.121,-3.2,-0.4,1.74,-0.55,0.0,0.11
2021-11-10 11:10:15.0100,0.328,1.172,-0.068,-2.56,-0.93,1.48,-0.48,0.02,0.14
2021-11-10 11:10:15.0210,0.266,1.206,-0.019,-2.09,-1.58,1.02,-0.34,0.04,0.18
2021-11-10 11:10:15.0310,0.181,1.22,0.012,-1.55,-2.02,0.53,-0.19,0.03,0.25
2021-11-10 11:10:15.0400,0.141,1.263,0.074,-0.72,-2.2,0.2,0.09,-0.09,0.4
2021-11-10 11:10:15.0500,0.144,1.31,0.149,-0.05,-2.49,-0.26,0.09,-0.09,0.4
2021-11-10 11:10:15.0600,0.096,1.297,0.182,0.02,-3.02,-1.05,0.3,-0.3,0.56
2021-11-10 11:10:15.0720,0.009,1.231,0.239,1.16,-2.67,-1.97,0.44,-0.4,0.69
2021-11-10 11:10:15.0800,-0.048,1.15,0.307,1.16,-2.67,-1.97,0.44,-0.4,0.69
2021-11-10 11:10:15.0900,-0.109,1.091,0.325,1.9,-1.9,-2.78,0.64,-0.44,0.82
2021-11-10 11:10:15.1010,-0.149,1.06,0.321,2.56,-1.22,-3.2,0.85,-0.33,0.94
2021-11-10 11:10:15.1110,-0.15,1.04,0.284,3.17,-0.87,-3.33,0.99,-0.11,1.05
2021-11-10 11:10:15.1200,-0.104,1.053,0.211,3.44,-0.63,-3.19,1.1,0.56,1.14
2021-11-10 11:10:15.1300,-0.025,1.097,0.119,3.27,-0.66,-2.7,1.1,0.56,1.14
2021-11-10 11:10:15.1410,0.046,1.16,0.02,2.69,-1.02,-1.93,1.13,0.84,1.11
2021-11-10 11:10:15.1520,0.102,1.242,-0.077,2.03,-1.59,-1.08,1.12,1.03,1.04
2021-11-10 11:10:15.1610,0.162,1.311,-0.148,1.55,-2.38,-0.16,1.04,1.09,0.9
2021-11-10 11:10:15.1710,0.224,1.326,-0.192,1.06,-3.17,0.57,0.93,1.04,0.7
2021-11-10 11:10:15.1800,0.3,1.272,-0.229,0.51,-3.57,1.04,0.81,0.83,0.45
2021-11-10 11:10:15.1910,0.389,1.17,-0.25,-0.11,-3.29,1.35,0.7,0.52,0.19
2021-11-10 11:10:15.2000,0.466,1.039,-0.245,-0.97,-2.46,1.59,0.62,0.19,-0.04
2021-11-10 11:10:15.2100,0.514,0.922,-0.229,-1.81,-1.25,1.59,0.55,-0.11,-0.18
2021-11-10 11:10:15.2200,0.542,0.858,-0.232,-2.41,0.01,1.35,0.49,-0.45,-0.24
2021-11-10 11:10:15.2300,0.551,0.843,-0.232,-2.77,0.86,1.28,0.47,-0.8,-0.26
2021-11-10 11:10:15.2400,0.521,0.85,-0.218,-2.97,1.15,1.22,0.48,-1.14,-0.25
2021-11-10 11:10:15.2510,0.445,0.85,-0.194,-2.89,1.14,1.08,0.51,-1.42,-0.23
2021-11-10 11:10:15.2600,0.353,0.835,-0.172,-2.33,1.08,0.77,0.54,-1.62,-0.2
2021-11-10 11:10:15.2700,0.268,0.815,-0.149,-1.48,1.18,0.46,0.54,-1.75,-0.17
2021-11-10 11:10:15.2800,0.189,0.797,-0.13,-0.65,1.36,0.15,0.51,-1.8,-0.13
2021-11-10 11:10:15.2900,0.118,0.79,-0.117,0.11,1.55,-0.15,0.47,-1.78,-0.13
2021-11-10 11:10:15.3000,0.052,0.787,-0.113,0.79,1.66,-0.38,0.42,-1.68,-0.14
2021-11-10 11:10:15.3100,0.005,0.794,-0.115,1.43,1.7,-0.53,0.37,-1.54,-0.14
2021-11-10 11:10:15.3200,-0.034,0.798,-0.127,1.92,1.66,-0.6,0.32,-1.37,-0.14
2021-11-10 11:10:15.3300,-0.05,0.795,-0.144,2.3,1.59,-0.56,0.26,-1.17,-0.13
2021-11-10 11:10:15.3400,-0.038,0.784,-0.168,2.54,1.6,-0.46,0.2,-0.95,-0.1
2021-11-10 11:10:15.3510,-0.005,0.77,-0.191,2.5,1.68,-0.27,0.15,-0.76,-0.07
2021-11-10 11:10:15.3600,0.045,0.754,-0.219,2.22,1.8,-0.07,0.09,-0.6,-0.03
2021-11-10 11:10:15.3700,0.104,0.73,-0.254,1.78,1.95,0.16,0.03,-0.5,0.0
2021-11-10 11:10:15.3800,0.168,0.699,-0.279,1.22,2.15,0.48,-0.07,-0.47,0.03
2021-11-10 11:10:15.3900,0.227,0.67,-0.287,0.61,2.44,0.8,-0.17,-0.46,0.05
2021-11-10 11:10:15.4000,0.265,0.635,-0.285,-0.02,2.72,0.94,-0.25,-0.47,0.04
2021-11-10 11:10:15.4100,0.283,0.603,-0.292,-0.48,3.05,0.97,-0.32,-0.47,0.03
2021-11-10 11:10:15.4200,0.292,0.592,-0.314,-0.73,3.41,1.0,-0.4,-0.51,-0.02
2021-11-10 11:10:15.4300,0.299,0.602,-0.332,-0.93,3.6,1.45,-0.42,-0.6,-0.02
2021-11-10 11:10:15.4390,0.308,0.633,-0.33,-0.93,3.6,1.45,-0.39,-0.69,-0.01
2021-11-10 11:10:15.4480,0.308,0.683,-0.316,-1.07,2.95,1.44,-0.36,-0.78,0.04
2021-11-10 11:10:15.4600,0.311,0.744,-0.282,-1.07,2.95,1.44,-0.37,-0.85,0.11
2021-11-10 11:10:15.4680,0.317,0.82,-0.241,-1.07,2.4,1.21,-0.42,-0.92,0.17
2021-11-10 11:10:15.4790,0.321,0.917,-0.224,-1.18,0.85,0.58,-0.61,-1.12,0.18
2021-11-10 11:10:15.4900,0.313,1.021,-0.217,-1.18,0.85,0.58,-0.61,-1.12,0.18
2021-11-10 11:10:15.4990,0.289,1.128,-0.175,-1.01,-1.16,0.32,-0.49,-1.33,0.05
2021-11-10 11:10:15.5100,0.239,1.264,-0.149,-0.62,-2.4,-0.1,-0.3,-1.26,-0.02
2021-11-10 11:10:15.5200,0.188,1.394,-0.196,-0.62,-2.4,-0.1,-0.3,-1.26,-0.02
2021-11-10 11:10:15.5300,0.145,1.456,-0.273,-0.12,-3.75,0.1,-0.16,-1.09,-0.12
2021-11-10 11:10:15.5400,0.101,1.371,-0.33,0.29,-4.69,0.81,-0.04,-0.83,-0.19
2021-11-10 11:10:15.5490,0.074,1.196,-0.392,0.7,-4.46,1.45,0.09,-0.47,-0.14
2021-11-10 11:10:15.5610,0.09,1.064,-0.447,1.06,-2.86,1.97,0.21,-0.18,-0.07
2021-11-10 11:10:15.5700,0.135,0.98,-0.457,1.04,-1.38,2.59,0.3,-0.03,-0.06
2021-11-10 11:10:15.5800,0.219,0.962,-0.425,0.7,-0.37,2.81,0.36,-0.07,-0.12
2021-11-10 11:10:15.5900,0.32,1.018,-0.393,0.0,0.06,2.6,0.33,-0.3,-0.25
2021-11-10 11:10:15.6000,0.392,1.147,-0.332,-1.02,-0.19,2.21,0.26,-0.52,-0.33
2021-11-10 11:10:15.6100,0.437,1.355,-0.207,-1.9,-1.22,1.77,0.24,-0.86,-0.37
2021-11-10 11:10:15.6200,0.462,1.637,-0.025,-2.48,-2.92,0.74,0.24,-0.86,-0.37
2021-11-10 11:10:15.6300,0.544,1.841,0.149,-2.81,-5.53,-0.91,0.14,-0.82,-0.41
2021-11-10 11:10:15.6400,0.595,1.815,0.194,-3.37,-8.0,-2.74,-0.1,-0.64,-0.47
2021-11-10 11:10:15.6490,0.408,1.5,0.144,-4.37,-8.74,-3.82,-0.3,-0.59,-0.42
2021-11-10 11:10:15.6600,0.198,1.127,0.161,-3.42,-6.6,-3.37,-0.21,-0.67,-0.26
2021-11-10 11:10:15.6690,0.101,0.859,0.105,-1.13,-2.79,-3.35,0.01,-0.83,-0.07
2021-11-10 11:10:15.6790,0.057,0.641,0.002,0.17,0.19,-3.23,0.15,-1.05,0.13
2021-11-10 11:10:15.6900,0.049,0.461,-0.044,0.76,2.46,-2.25,0.13,-1.26,0.32
2021-11-10 11:10:15.6990,0.077,0.332,-0.055,0.97,4.37,-1.6,-0.03,-1.42,0.49
2021-11-10 11:10:15.7090,0.142,0.282,-0.044,0.87,5.84,-1.4,-0.28,-1.58,0.6
2021-11-10 11:10:15.7190,0.237,0.334,-0.036,0.39,6.67,-1.41,-0.58,-1.7,0.62
2021-11-10 11:10:15.7300,0.328,0.453,-0.023,-0.43,6.53,-1.49,-0.9,-1.81,0.54
2021-11-10 11:10:15.7390,0.403,0.606,0.021,-1.36,5.55,-1.47,-1.19,-1.88,0.41
2021-11-10 11:10:15.7490,0.456,0.779,0.079,-2.16,4.18,-1.7,-1.51,-1.96,0.2
2021-11-10 11:10:15.7580,0.486,0.983,0.128,-2.77,2.57,-2.13,-1.51,-1.96,0.2
2021-11-10 11:10:15.7700,0.484,1.199,0.156,-3.17,0.72,-2.56,-1.5,-1.97,0.15
2021-11-10 11:10:15.7790,0.432,1.362,0.178,-3.3,-1.4,-2.79,-1.44,-1.92,0.13
2021-11-10 11:10:15.7900,0.329,1.413,0.186,-3.01,-3.25,-2.92,-1.35,-1.81,0.12
2021-11-10 11:10:15.7990,0.198,1.344,0.197,-2.17,-4.2,-2.97,-1.21,-1.69,0.1
2021-11-10 11:10:15.8090,0.08,1.212,0.209,-0.96,-3.91,-2.93,-1.02,-1.54,0.09
2021-11-10 11:10:15.8190,-0.007,1.064,0.199,0.29,-2.78,-3.03,-0.85,-1.38,0.1
2021-11-10 11:10:15.8290,-0.05,0.936,0.178,1.26,-1.33,-2.94,-0.77,-1.2,0.15
2021-11-10 11:10:15.8390,-0.04,0.846,0.137,1.88,0.03,-2.73,-0.76,-1.03,0.21
2021-11-10 11:10:15.8490,0.007,0.803,0.103,1.98,1.07,-2.33,-0.73,-0.65,0.32
2021-11-10 11:10:15.8580,0.083,0.802,0.081,1.66,1.68,-1.88,-0.73,-0.65,0.32
2021-11-10 11:10:15.8690,0.163,0.829,0.054,1.04,1.83,-1.57,-0.66,-0.47,0.33
2021-11-10 11:10:15.8790,0.222,0.857,0.026,0.27,1.64,-1.29,-0.64,-0.37,0.27
2021-11-10 11:10:15.8890,0.26,0.884,0.007,-0.4,1.34,-0.94,-0.64,-0.35,0.17
2021-11-10 11:10:15.8990,0.302,0.903,-0.003,-0.81,1.09,-0.67,-0.71,-0.45,-0.05
2021-11-10 11:10:15.9100,0.341,0.912,0.001,-1.2,0.85,-0.47,-0.76,-0.5,-0.14
2021-11-10 11:10:15.9190,0.367,0.916,0.014,-1.62,0.74,-0.4,-0.76,-0.5,-0.14
2021-11-10 11:10:15.9290,0.382,0.913,0.033,-1.95,0.7,-0.43,-0.79,-0.54,-0.21
2021-11-10 11:10:15.9390,0.383,0.903,0.039,-2.15,0.7,-0.53,-0.79,-0.58,-0.25
2021-11-10 11:10:15.9490,0.353,0.896,0.034,-2.26,0.79,-0.59,-0.79,-0.6,-0.27
2021-11-10 11:10:15.9590,0.307,0.887,0.03,-2.12,0.87,-0.5,-0.8,-0.61,-0.29
2021-11-10 11:10:15.9690,0.268,0.871,0.031,-1.71,0.95,-0.37,-0.8,-0.6,-0.32
2021-11-10 11:10:15.9790,0.228,0.861,0.034,-1.34,1.09,-0.3,-0.78,-0.55,-0.35
2021-11-10 11:10:15.9890,0.202,0.856,0.029,-0.99,1.23,-0.26,-0.73,-0.48,-0.38
2021-11-10 11:10:16.0000,0.211,0.855,0.015,-0.67,1.29,-0.2,-0.67,-0.39,-0.4
2021-11-10 11:10:16.0090,0.215,0.866,0.003,-0.7,1.34,-0.01,-0.58,-0.27,-0.41
2021-11-10 11:10:16.0180,0.235,0.885,-0.023,-0.82,1.28,0.14,-0.49,-0.13,-0.41
2021-11-10 11:10:16.0290,0.283,0.9,-0.054,-0.94,1.11,0.38,-0.44,-0.01,-0.43
2021-11-10 11:10:16.0380,0.312,0.899,-0.066,-1.4,0.93,0.75,-0.41,0.1,-0.47
2021-11-10 11:10:16.0480,0.329,0.89,-0.073,-1.83,0.89,0.98,-0.38,0.19,-0.5
2021-11-10 11:10:16.0580,0.337,0.894,-0.098,-2.07,0.97,1.07,-0.34,0.23,-0.54
2021-11-10 11:10:16.0680,0.321,0.922,-0.125,-2.23,1.02,1.28,-0.3,0.22,-0.57
2021-11-10 11:10:16.0780,0.287,0.952,-0.136,-2.26,0.82,1.58,-0.24,0.22,-0.59
2021-11-10 11:10:16.0880,0.27,0.972,-0.098,-2.0,0.52,1.81,-0.2,0.29,-0.62
