time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2021-11-10 11:9:27.7720,0.291,0.963,-0.082,-0.28,-0.02,-1.82,0.01,-0.08,0.0
2021-11-10 11:9:27.7810,0.301,0.964,-0.041,-0.1,-0.07,-0.02,0.01,-0.08,0.0
2021-11-10 11:9:27.7910,0.299,0.955,-0.043,-0.08,-0.09,0.22,0.01,-0.05,-0.01
2021-11-10 11:9:27.8020,0.288,0.953,-0.052,-0.13,-0.03,-0.05,0.01,-0.05,-0.01
2021-11-10 11:9:27.8120,0.286,0.953,-0.05,-0.03,0.03,0.11,0.01,-0.03,-0.0
2021-11-10 11:9:27.8220,0.288,0.953,-0.053,0.03,0.03,0.1,0.01,-0.03,-0.0
2021-11-10 11:9:27.8310,0.292,0.953,-0.058,0.01,0.03,0.1,0.0,-0.03,-0.0
2021-11-10 11:9:27.8420,0.294,0.953,-0.058,-0.02,0.03,0.16,-0.01,-0.05,-0.0
2021-11-10 11:9:27.8510,0.298,0.955,-0.053,-0.04,0.03,0.18,-0.01,-0.05,-0.0
2021-11-10 11:9:27.8610,0.295,0.958,-0.045,-0.08,0.02,0.14,-0.01,-0.05,-0.01
2021-11-10 11:9:27.8700,0.293,0.959,-0.043,-0.08,-0.01,0.07,-0.01,-0.05,-0.01
2021-11-10 11:9:27.8800,0.292,0.958,-0.042,-0.05,-0.03,0.02,-0.01,-0.04,-0.01
2021-11-10 11:9:27.8910,0.29,0.958,-0.041,-0.04,-0.03,0.01,-0.0,-0.04,-0.01
2021-11-10 11:9:27.9000,0.291,0.958,-0.048,-0.02,-0.01,-0.01,0.0,-0.03,-0.01
2021-11-10 11:9:27.9110,0.292,0.955,-0.052,-0.02,-0.03,0.03,0.0,-0.03,-0.01
2021-11-10 11:9:27.9220,0.293,0.954,-0.054,-0.03,0.0,0.1,0.0,-0.04,-0.0
2021-11-10 11:9:27.9310,0.295,0.954,-0.056,-0.04,0.02,0.12,-0.0,-0.06,-0.0
2021-11-10 11:9:27.9410,0.296,0.957,-0.058,-0.06,0.02,0.13,-0.0,-0.06,-0.0
2021-11-10 11:9:27.9500,0.298,0.961,-0.056,-0.07,0.0,0.15,-0.0,-0.06,-0.0
2021-11-10 11:9:27.9600,0.299,0.962,-0.055,-0.08,-0.04,0.15,-0.0,-0.07,-0.0
2021-11-10 11:9:27.9700,0.299,0.96,-0.056,-0.1,-0.06,0.13,-0.0,-0.07,-0.01
2021-11-10 11:9:27.9800,0.296,0.958,-0.056,-0.1,-0.05,0.14,-0.0,-0.07,-0.01
2021-11-10 11:9:27.9900,0.294,0.956,-0.06,-0.08,-0.02,0.13,-0.01,-0.07,-0.01
2021-11-10 11:9:28.0010,0.294,0.954,-0.058,-0.06,-0.01,0.16,-0.01,-0.07,-0.01
2021-11-10 11:9:28.0110,0.292,0.954,-0.054,-0.05,0.01,0.16,-0.01,-0.07,-0.02
2021-11-10 11:9:28.0210,0.29,0.958,-0.055,-0.04,0.02,0.13,-0.01,-0.06,-0.02
2021-11-10 11:9:28.0300,0.29,0.961,-0.052,-0.02,0.0,0.11,-0.01,-0.06,-0.02
2021-11-10 11:9:28.0410,0.29,0.965,-0.05,-0.02,-0.04,0.11,-0.01,-0.04,-0.02
2021-11-10 11:9:28.0500,0.288,0.965,-0.052,-0.02,-0.07,0.07,-0.0,-0.04,-0.02
2021-11-10 11:9:28.0610,0.289,0.963,-0.052,-0.01,-0.09,0.08,0.0,-0.03,-0.01
2021-11-10 11:9:28.0700,0.29,0.959,-0.053,0.0,-0.08,0.09,0.01,-0.02,-0.01
2021-11-10 11:9:28.0800,0.291,0.955,-0.057,-0.01,-0.04,0.1,0.01,-0.02,-0.01
2021-11-10 11:9:28.0910,0.292,0.953,-0.058,-0.03,0.0,0.12,0.01,-0.02,-0.01
2021-11-10 11:9:28.1000,0.295,0.955,-0.055,-0.03,0.03,0.15,0.01,-0.03,-0.01
2021-11-10 11:9:28.1110,0.296,0.959,-0.051,-0.06,0.02,0.13,0.01,-0.04,-0.01
2021-11-10 11:9:28.1200,0.294,0.963,-0.05,-0.07,-0.02,0.08,0.0,-0.04,-0.01
2021-11-10 11:9:28.1300,0.294,0.963,-0.049,-0.06,-0.05,0.07,0.01,-0.02,-0.01
2021-11-10 11:9:28.1410,0.292,0.962,-0.05,-0.06,-0.08,0.05,0.01,-0.01,-0.01
2021-11-10 11:9:28.1500,0.29,0.957,-0.054,-0.05,-0.06,0.06,0.01,-0.01,-0.01
2021-11-10 11:9:28.1600,0.289,0.952,-0.055,-0.03,-0.03,0.08,0.0,-0.0,-0.01
2021-11-10 11:9:28.1710,0.291,0.95,-0.058,-0.01,0.03,0.11,0.0,-0.0,-0.01
2021-11-10 11:9:28.1800,0.294,0.95,-0.057,-0.03,0.06,0.13,0.0,-0.01,-0.01
2021-11-10 11:9:28.1900,0.296,0.953,-0.055,-0.05,0.06,0.14,0.0,-0.02,-0.01
2021-11-10 11:9:28.2000,0.296,0.96,-0.052,-0.08,0.04,0.11,-0.0,-0.02,-0.01
2021-11-10 11:9:28.2100,0.296,0.964,-0.051,-0.08,-0.01,0.09,-0.0,-0.03,-0.02
2021-11-10 11:9:28.2200,0.294,0.963,-0.052,-0.08,-0.07,0.07,0.0,-0.03,-0.01
2021-11-10 11:9:28.2300,0.294,0.959,-0.051,-0.07,-0.08,0.07,0.0,-0.03,-0.01
2021-11-10 11:9:28.2400,0.291,0.957,-0.051,-0.06,-0.05,0.07,-0.0,-0.03,-0.01
2021-11-10 11:9:28.2500,0.291,0.957,-0.051,-0.04,-0.01,0.06,-0.0,-0.03,-0.01
2021-11-10 11:9:28.2590,0.289,0.958,-0.051,-0.03,-0.01,0.06,-0.01,-0.04,-0.01
2021-11-10 11:9:28.2700,0.288,0.962,-0.049,-0.02,-0.02,0.07,-0.01,-0.05,-0.01
2021-11-10 11:9:28.2800,0.286,0.966,-0.047,-0.01,-0.04,0.06,-0.0,-0.06,-0.01
2021-11-10 11:9:28.2900,0.282,0.97,-0.041,0.01,-0.08,0.03,-0.01,-0.07,-0.01
2021-11-10 11:9:28.3000,0.277,0.974,-0.034,0.04,-0.13,-0.01,-0.01,-0.08,-0.01
2021-11-10 11:9:28.3090,0.274,0.974,-0.029,0.08,-0.16,-0.08,-0.01,-0.09,-0.01
2021-11-10 11:9:28.3200,0.268,0.973,-0.027,0.12,-0.18,-0.14,-0.01,-0.1,-0.02
2021-11-10 11:9:28.3300,0.26,0.973,-0.026,0.17,-0.17,-0.17,-0.01,-0.09,-0.02
2021-11-10 11:9:28.3400,0.251,0.972,-0.023,0.23,-0.16,-0.19,-0.0,-0.09,-0.02
2021-11-10 11:9:28.3510,0.242,0.972,-0.019,0.32,-0.15,-0.2,0.01,-0.06,-0.03
2021-11-10 11:9:28.3590,0.232,0.968,-0.017,0.41,-0.15,-0.25,0.0,-0.03,-0.04
2021-11-10 11:9:28.3700,0.226,0.967,-0.017,0.5,-0.13,-0.28,0.0,-0.03,-0.04
2021-11-10 11:9:28.3810,0.223,0.971,-0.017,0.57,-0.1,-0.29,0.0,0.0,-0.04
2021-11-10 11:9:28.3900,0.225,0.976,-0.021,0.61,-0.12,-0.29,-0.01,0.06,-0.04
2021-11-10 11:9:28.4000,0.228,0.978,-0.025,0.61,-0.18,-0.26,-0.01,0.06,-0.04
2021-11-10 11:9:28.4100,0.233,0.974,-0.03,0.57,-0.2,-0.22,-0.02,0.08,-0.05
2021-11-10 11:9:28.4200,0.239,0.971,-0.03,0.54,-0.19,-0.17,-0.02,0.1,-0.06
2021-11-10 11:9:28.4290,0.24,0.971,-0.034,0.46,-0.14,-0.14,-0.02,0.11,-0.06
2021-11-10 11:9:28.4400,0.243,0.971,-0.036,0.44,-0.14,-0.12,-0.03,0.1,-0.07
2021-11-10 11:9:28.4490,0.242,0.97,-0.033,0.4,-0.13,-0.06,-0.04,0.08,-0.08
2021-11-10 11:9:28.4590,0.238,0.974,-0.028,0.39,-0.12,-0.08,-0.03,0.07,-0.08
2021-11-10 11:9:28.4690,0.24,0.977,-0.028,0.41,-0.13,-0.12,-0.03,0.05,-0.08
2021-11-10 11:9:28.4800,0.244,0.976,-0.022,0.42,-0.18,-0.14,-0.03,0.02,-0.09
2021-11-10 11:9:28.4890,0.246,0.975,-0.017,0.34,-0.17,-0.23,-0.04,0.01,-0.1
2021-11-10 11:9:28.5000,0.25,0.975,-0.018,0.34,-0.17,-0.23,-0.04,0.01,-0.1
2021-11-10 11:9:28.5090,0.253,0.976,-0.016,0.29,-0.16,-0.22,-0.05,0.01,-0.1
2021-11-10 11:9:28.5200,0.26,0.977,-0.017,0.26,-0.15,-0.23,-0.06,-0.01,-0.11
2021-11-10 11:9:28.5300,0.27,0.969,-0.019,0.2,-0.18,-0.23,-0.08,-0.04,-0.13
2021-11-10 11:9:28.5400,0.27,0.955,-0.01,0.08,-0.13,-0.19,-0.11,-0.09,-0.16
2021-11-10 11:9:28.5500,0.266,0.942,-0.001,0.02,0.0,-0.22,-0.17,-0.13,-0.2
2021-11-10 11:9:28.5590,0.261,0.936,0.003,0.04,0.15,-0.32,-0.17,-0.13,-0.2
2021-11-10 11:9:28.5690,0.252,0.938,0.004,0.07,0.23,-0.35,-0.2,-0.14,-0.21
2021-11-10 11:9:28.5790,0.249,0.945,0.006,0.11,0.25,-0.37,-0.28,-0.13,-0.25
2021-11-10 11:9:28.5890,0.246,0.954,0.013,0.16,0.2,-0.34,-0.28,-0.13,-0.25
2021-11-10 11:9:28.6000,0.241,0.96,0.02,0.15,0.13,-0.38,-0.31,-0.12,-0.29
2021-11-10 11:9:28.6090,0.233,0.965,0.029,0.16,0.06,-0.41,-0.34,-0.1,-0.32
2021-11-10 11:9:28.6190,0.231,0.97,0.031,0.21,0.03,-0.48,-0.36,-0.09,-0.34
2021-11-10 11:9:28.6290,0.237,0.974,0.032,0.21,-0.02,-0.48,-0.37,-0.07,-0.36
2021-11-10 11:9:28.6390,0.252,0.974,0.026,0.16,-0.05,-0.47,-0.4,-0.06,-0.42
2021-11-10 11:9:28.6500,0.255,0.971,0.027,-0.01,-0.05,-0.39,-0.4,-0.06,-0.42
2021-11-10 11:9:28.6590,0.256,0.965,0.027,-0.13,-0.04,-0.32,-0.4,-0.05,-0.43
2021-11-10 11:9:28.6690,0.257,0.96,0.024,-0.18,0.04,-0.31,-0.4,-0.04,-0.44
2021-11-10 11:9:28.6790,0.255,0.958,0.02,-0.23,0.09,-0.25,-0.38,-0.03,-0.44
2021-11-10 11:9:28.6900,0.253,0.959,0.011,-0.26,0.14,-0.18,-0.37,-0.01,-0.42
2021-11-10 11:9:28.6990,0.262,0.965,-0.004,-0.28,0.15,-0.08,-0.36,-0.01,-0.39
2021-11-10 11:9:28.7080,0.283,0.967,-0.012,-0.33,0.12,0.07,-0.36,-0.03,-0.38
2021-11-10 11:9:28.7180,0.291,0.964,-0.008,-0.57,0.08,0.25,-0.36,-0.05,-0.36
2021-11-10 11:9:28.7290,0.301,0.964,-0.011,-0.73,0.11,0.25,-0.35,-0.08,-0.34
2021-11-10 11:9:28.7400,0.309,0.965,-0.013,-0.83,0.12,0.29,-0.32,-0.12,-0.31
2021-11-10 11:9:28.7490,0.319,0.964,-0.018,-0.95,0.12,0.35,-0.3,-0.14,-0.27
2021-11-10 11:9:28.7590,0.331,0.962,-0.02,-1.05,0.12,0.4,-0.26,-0.2,-0.2
2021-11-10 11:9:28.7690,0.339,0.963,-0.024,-1.19,0.14,0.46,-0.25,-0.22,-0.17
2021-11-10 11:9:28.7790,0.344,0.969,-0.027,-1.31,0.16,0.51,-0.25,-0.22,-0.17
2021-11-10 11:9:28.7890,0.347,0.974,-0.029,-1.38,0.11,0.57,-0.23,-0.24,-0.13
2021-11-10 11:9:28.7990,0.351,0.974,-0.034,-1.42,0.06,0.59,-0.21,-0.28,-0.1
2021-11-10 11:9:28.8080,0.357,0.967,-0.033,-1.46,0.03,0.66,-0.2,-0.33,-0.07
2021-11-10 11:9:28.8190,0.365,0.955,-0.033,-1.52,0.08,0.68,-0.2,-0.38,-0.05
2021-11-10 11:9:28.8280,0.373,0.945,-0.033,-1.58,0.18,0.68,-0.2,-0.44,-0.04
2021-11-10 11:9:28.8390,0.379,0.94,-0.03,-1.67,0.29,0.7,-0.2,-0.51,-0.03
2021-11-10 11:9:28.8480,0.386,0.94,-0.032,-1.73,0.36,0.69,-0.21,-0.58,-0.03
2021-11-10 11:9:28.8590,0.394,0.946,-0.032,-1.79,0.39,0.7,-0.2,-0.65,-0.03
2021-11-10 11:9:28.8690,0.398,0.954,-0.031,-1.88,0.34,0.71,-0.2,-0.72,-0.03
2021-11-10 11:9:28.8780,0.391,0.96,-0.028,-1.94,0.27,0.71,-0.2,-0.79,-0.04
2021-11-10 11:9:28.8890,0.378,0.962,-0.025,-1.91,0.2,0.69,-0.2,-0.86,-0.05
2021-11-10 11:9:28.8990,0.363,0.958,-0.018,-1.8,0.16,0.66,-0.2,-0.93,-0.06
2021-11-10 11:9:28.9080,0.351,0.951,-0.011,-1.65,0.18,0.61,-0.22,-0.99,-0.07
2021-11-10 11:9:28.9190,0.338,0.943,-0.006,-1.53,0.24,0.54,-0.23,-1.05,-0.08
2021-11-10 11:9:28.9280,0.326,0.94,0.006,-1.41,0.33,0.49,-0.24,-1.11,-0.08
2021-11-10 11:9:28.9390,0.317,0.938,0.019,-1.28,0.37,0.4,-0.25,-1.16,-0.08
2021-11-10 11:9:28.9480,0.308,0.942,0.03,-1.19,0.39,0.27,-0.25,-1.2,-0.07
2021-11-10 11:9:28.9580,0.299,0.954,0.038,-1.1,0.38,0.15,-0.25,-1.23,-0.07
2021-11-10 11:9:28.9680,0.29,0.968,0.046,-1.01,0.29,0.06,-0.23,-1.25,-0.06
2021-11-10 11:9:28.9780,0.284,0.982,0.054,-0.92,0.16,-0.02,-0.22,-1.27,-0.06
2021-11-10 11:9:28.9880,0.281,0.99,0.064,-0.85,0.01,-0.1,-0.2,-1.28,-0.06
2021-11-10 11:9:28.9990,0.277,0.994,0.076,-0.82,-0.08,-0.19,-0.19,-1.29,-0.07
2021-11-10 11:9:29.0080,0.274,0.991,0.089,-0.78,-0.14,-0.31,-0.18,-1.3,-0.09
2021-11-10 11:9:29.0190,0.271,0.985,0.101,-0.75,-0.14,-0.44,-0.17,-1.31,-0.1
2021-11-10 11:9:29.0290,0.269,0.979,0.109,-0.73,-0.09,-0.58,-0.16,-1.32,-0.12
2021-11-10 11:9:29.0380,0.267,0.975,0.116,-0.71,-0.02,-0.68,-0.16,-1.35,-0.13
2021-11-10 11:9:29.0480,0.264,0.975,0.12,-0.7,0.04,-0.76,-0.16,-1.37,-0.15
2021-11-10 11:9:29.0580,0.261,0.976,0.126,-0.68,0.04,-0.82,-0.16,-1.4,-0.17
2021-11-10 11:9:29.0690,0.254,0.978,0.131,-0.66,0.04,-0.89,-0.16,-1.42,-0.18
2021-11-10 11:9:29.0780,0.247,0.976,0.134,-0.62,0.02,-0.95,-0.18,-1.44,-0.21
2021-11-10 11:9:29.0880,0.242,0.971,0.139,-0.56,0.03,-1.0,-0.18,-1.44,-0.21
2021-11-10 11:9:29.0990,0.236,0.965,0.142,-0.53,0.07,-1.05,-0.19,-1.43,-0.22
2021-11-10 11:9:29.1080,0.235,0.958,0.147,-0.48,0.13,-1.09,-0.22,-1.42,-0.24
2021-11-10 11:9:29.1190,0.236,0.949,0.155,-0.48,0.2,-1.13,-0.22,-1.42,-0.24
2021-11-10 11:9:29.1290,0.235,0.943,0.161,-0.5,0.29,-1.21,-0.24,-1.41,-0.24
2021-11-10 11:9:29.1390,0.238,0.937,0.17,-0.52,0.36,-1.27,-0.25,-1.4,-0.25
2021-11-10 11:9:29.1480,0.245,0.935,0.179,-0.55,0.42,-1.35,-0.26,-1.38,-0.25
2021-11-10 11:9:29.1580,0.254,0.936,0.185,-0.62,0.47,-1.45,-0.27,-1.37,-0.26
2021-11-10 11:9:29.1680,0.26,0.94,0.192,-0.73,0.47,-1.51,-0.27,-1.36,-0.26
2021-11-10 11:9:29.1780,0.262,0.947,0.2,-0.82,0.44,-1.57,-0.27,-1.34,-0.27
2021-11-10 11:9:29.1870,0.261,0.951,0.206,-0.88,0.39,-1.65,-0.27,-1.31,-0.28
2021-11-10 11:9:29.1970,0.257,0.953,0.209,-0.9,0.34,-1.71,-0.26,-1.28,-0.29
2021-11-10 11:9:29.2080,0.252,0.954,0.211,-0.89,0.32,-1.75,-0.26,-1.24,-0.3
2021-11-10 11:9:29.2170,0.248,0.951,0.211,-0.87,0.3,-1.76,-0.25,-1.2,-0.3
2021-11-10 11:9:29.2270,0.244,0.944,0.212,-0.85,0.33,-1.76,-0.24,-1.16,-0.31
2021-11-10 11:9:29.2370,0.244,0.934,0.207,-0.84,0.37,-1.77,-0.23,-1.13,-0.32
2021-11-10 11:9:29.2480,0.246,0.928,0.204,-0.85,0.48,-1.74,-0.21,-1.09,-0.32
2021-11-10 11:9:29.2570,0.249,0.925,0.2,-0.89,0.56,-1.7,-0.2,-1.07,-0.33
2021-11-10 11:9:29.2680,0.254,0.922,0.199,-0.94,0.61,-1.65,-0.17,-1.05,-0.34
2021-11-10 11:9:29.2770,0.257,0.921,0.202,-1.01,0.64,-1.62,-0.15,-1.03,-0.35
2021-11-10 11:9:29.2870,0.258,0.922,0.199,-1.08,0.66,-1.65,-0.12,-1.01,-0.36
2021-11-10 11:9:29.2970,0.253,0.923,0.193,-1.13,0.66,-1.66,-0.09,-0.99,-0.37
2021-11-10 11:9:29.3080,0.246,0.927,0.188,-1.14,0.65,-1.6,-0.05,-0.97,-0.37
2021-11-10 11:9:29.3170,0.243,0.936,0.18,-1.09,0.56,-1.51,0.03,-0.94,-0.36
2021-11-10 11:9:29.3270,0.241,0.944,0.175,-1.09,0.56,-1.51,0.03,-0.94,-0.36
2021-11-10 11:9:29.3370,0.241,0.954,0.17,-1.1,0.49,-1.47,0.07,-0.94,-0.36
2021-11-10 11:9:29.3470,0.242,0.967,0.162,-1.12,0.4,-1.44,0.11,-0.94,-0.34
2021-11-10 11:9:29.3580,0.242,0.989,0.144,-1.16,0.29,-1.39,0.19,-1.0,-0.35
2021-11-10 11:9:29.3670,0.235,1.018,0.103,-1.21,0.13,-1.32,0.19,-1.0,-0.35
2021-11-10 11:9:29.3780,0.205,1.057,0.059,-1.18,-0.14,-1.01,0.07,-1.11,-0.28
2021-11-10 11:9:29.3870,0.179,1.091,0.05,-1.03,-0.47,-0.58,0.07,-1.11,-0.28
2021-11-10 11:9:29.3970,0.174,1.111,0.055,-0.7,-0.86,-0.34,-0.07,-1.01,-0.19
2021-11-10 11:9:29.4060,0.152,1.127,0.013,-0.64,-1.08,-0.42,-0.11,-0.84,-0.05
2021-11-10 11:9:29.4180,0.101,1.093,-0.114,-0.08,-1.19,0.7,-0.18,-0.81,0.42
2021-11-10 11:9:29.4260,0.056,1.022,-0.244,-0.08,-1.19,0.7,-0.18,-0.81,0.42
2021-11-10 11:9:29.4370,0.143,0.999,-0.244,0.57,-0.53,2.19,-0.22,-0.96,0.49
2021-11-10 11:9:29.4470,0.245,1.011,-0.241,0.3,-0.09,2.64,-0.22,-0.96,0.49
2021-11-10 11:9:29.4580,0.258,1.038,-0.233,-1.25,-0.34,2.54,-0.17,-1.13,0.24
2021-11-10 11:9:29.4670,0.232,1.089,-0.189,-1.25,-0.34,2.54,-0.17,-1.13,0.24
2021-11-10 11:9:29.4770,0.22,1.152,-0.159,-1.04,-0.75,2.2,-0.1,-1.18,0.12
2021-11-10 11:9:29.4870,0.218,1.195,-0.158,-0.81,-1.88,1.67,0.1,-1.37,-0.04
2021-11-10 11:9:29.4960,0.201,1.218,-0.151,-0.81,-1.88,1.67,0.1,-1.37,-0.04
2021-11-10 11:9:29.5070,0.161,1.23,-0.139,-0.71,-2.17,1.62,0.27,-1.45,-0.04
2021-11-10 11:9:29.5160,0.104,1.241,-0.163,-0.42,-2.31,1.43,0.45,-1.56,-0.02
2021-11-10 11:9:29.5260,0.066,1.234,-0.179,0.12,-2.43,1.42,0.61,-1.72,0.0
2021-11-10 11:9:29.5370,0.03,1.199,-0.153,0.58,-2.45,1.65,0.75,-1.8,0.03
2021-11-10 11:9:29.5470,-0.003,1.142,-0.155,0.91,-2.22,1.35,0.84,-1.83,0.1
2021-11-10 11:9:29.5570,-0.028,1.068,-0.167,1.29,-1.72,1.13,0.81,-1.82,0.21
2021-11-10 11:9:29.5660,-0.038,0.99,-0.172,1.56,-1.07,1.17,0.81,-1.82,0.21
2021-11-10 11:9:29.5770,-0.038,0.924,-0.175,1.75,-0.3,1.12,0.75,-1.84,0.22
2021-11-10 11:9:29.5860,-0.043,0.884,-0.174,1.76,0.4,1.07,0.7,-1.88,0.2
2021-11-10 11:9:29.5970,-0.05,0.867,-0.168,1.8,0.89,0.98,0.65,-1.93,0.17
2021-11-10 11:9:29.6060,-0.058,0.863,-0.164,1.87,1.13,0.85,0.54,-1.94,0.11
2021-11-10 11:9:29.6170,-0.072,0.851,-0.159,1.92,1.19,0.73,0.41,-1.93,0.06
2021-11-10 11:9:29.6260,-0.085,0.839,-0.154,2.04,1.27,0.63,0.23,-1.74,0.06
2021-11-10 11:9:29.6370,-0.095,0.841,-0.156,2.16,1.39,0.53,0.23,-1.74,0.06
2021-11-10 11:9:29.6460,-0.099,0.856,-0.169,2.26,1.43,0.48,0.18,-1.6,0.11
2021-11-10 11:9:29.6570,-0.088,0.884,-0.186,2.33,1.32,0.53,0.17,-1.45,0.17
2021-11-10 11:9:29.6670,-0.069,0.914,-0.199,2.28,1.09,0.65,0.19,-1.3,0.21
2021-11-10 11:9:29.6770,-0.043,0.945,-0.198,2.14,0.78,0.78,0.21,-1.15,0.24
2021-11-10 11:9:29.6870,-0.012,0.957,-0.193,1.92,0.47,0.77,0.24,-1.02,0.27
2021-11-10 11:9:29.6970,0.031,0.966,-0.182,1.66,0.27,0.7,0.26,-0.9,0.28
2021-11-10 11:9:29.7060,0.076,0.965,-0.174,1.29,0.17,0.57,0.27,-0.82,0.27
2021-11-10 11:9:29.7170,0.113,0.962,-0.17,0.85,0.14,0.43,0.27,-0.76,0.26
2021-11-10 11:9:29.7270,0.137,0.963,-0.162,0.47,0.17,0.35,0.26,-0.72,0.22
2021-11-10 11:9:29.7370,0.139,0.958,-0.151,0.19,0.15,0.26,0.22,-0.7,0.16
2021-11-10 11:9:29.7460,0.118,0.938,-0.134,0.08,0.16,0.14,0.18,-0.68,0.08
2021-11-10 11:9:29.7570,0.09,0.925,-0.123,0.22,0.3,-0.04,0.17,-0.62,0.03
2021-11-10 11:9:29.7660,0.067,0.929,-0.126,0.47,0.49,-0.21,0.18,-0.53,0.01
2021-11-10 11:9:29.7770,0.058,0.947,-0.146,0.73,0.51,-0.26,0.19,-0.42,-0.0
2021-11-10 11:9:29.7870,0.061,0.973,-0.177,0.86,0.38,-0.15,0.2,-0.33,-0.01
2021-11-10 11:9:29.7960,0.072,0.99,-0.2,0.87,0.13,0.1,0.21,-0.26,-0.03
2021-11-10 11:9:29.8070,0.083,0.994,-0.209,0.77,-0.09,0.36,0.19,-0.19,-0.04
2021-11-10 11:9:29.8160,0.092,0.988,-0.215,0.65,-0.17,0.47,0.15,-0.13,-0.06
2021-11-10 11:9:29.8260,0.098,0.977,-0.218,0.56,-0.15,0.52,0.11,-0.09,-0.09
2021-11-10 11:9:29.8360,0.106,0.964,-0.213,0.47,-0.06,0.56,0.08,-0.07,-0.12
2021-11-10 11:9:29.8460,0.11,0.951,-0.207,0.39,0.07,0.52,0.08,-0.05,-0.15
2021-11-10 11:9:29.8560,0.106,0.946,-0.21,0.31,0.2,0.46,0.1,-0.01,-0.18
2021-11-10 11:9:29.8660,0.099,0.956,-0.224,0.3,0.3,0.43,0.12,0.04,-0.2
2021-11-10 11:9:29.8760,0.086,0.969,-0.243,0.34,0.24,0.52,0.13,0.1,-0.21
2021-11-10 11:9:29.8860,0.069,0.981,-0.26,0.43,0.12,0.69,0.15,0.15,-0.21
2021-11-10 11:9:29.8960,0.055,0.988,-0.274,0.57,0.0,0.86,0.16,0.21,-0.19
2021-11-10 11:9:29.9070,0.049,0.988,-0.288,0.71,-0.09,0.99,0.17,0.26,-0.17
2021-11-10 11:9:29.9160,0.05,0.975,-0.298,0.8,-0.13,1.11,0.17,0.31,-0.15
2021-11-10 11:9:29.9270,0.06,0.965,-0.304,0.81,-0.05,1.21,0.16,0.34,-0.13
2021-11-10 11:9:29.9360,0.073,0.95,-0.313,0.73,0.07,1.27,0.14,0.36,-0.13
2021-11-10 11:9:29.9460,0.089,0.934,-0.317,0.6,0.2,1.34,0.14,0.36,-0.13
2021-11-10 11:9:29.9560,0.107,0.915,-0.322,0.46,0.35,1.4,0.07,0.32,-0.16
2021-11-10 11:9:29.9660,0.122,0.894,-0.324,0.27,0.52,1.43,0.07,0.32,-0.16
2021-11-10 11:9:29.9760,0.128,0.874,-0.322,0.1,0.72,1.47,0.02,0.29,-0.18
2021-11-10 11:9:29.9850,0.125,0.856,-0.324,-0.01,0.93,1.46,-0.03,0.26,-0.2
2021-11-10 11:9:29.9960,0.113,0.841,-0.324,-0.02,1.12,1.48,-0.07,0.25,-0.21
2021-11-10 11:9:30.0060,0.098,0.832,-0.324,0.04,1.29,1.49,-0.1,0.24,-0.22
2021-11-10 11:9:30.0160,0.079,0.83,-0.322,0.17,1.4,1.52,-0.12,0.25,-0.23
2021-11-10 11:9:30.0250,0.061,0.832,-0.32,0.33,1.45,1.51,-0.15,0.27,-0.23
2021-11-10 11:9:30.0360,0.048,0.835,-0.317,0.49,1.45,1.51,-0.19,0.32,-0.22
2021-11-10 11:9:30.0450,0.04,0.834,-0.321,0.63,1.42,1.51,-0.24,0.37,-0.21
2021-11-10 11:9:30.0550,0.038,0.829,-0.322,0.72,1.43,1.55,-0.33,0.49,-0.17
2021-11-10 11:9:30.0660,0.043,0.824,-0.324,0.75,1.47,1.62,-0.33,0.49,-0.17
2021-11-10 11:9:30.0750,0.051,0.818,-0.331,0.72,1.52,1.67,-0.36,0.55,-0.14
2021-11-10 11:9:30.0850,0.06,0.815,-0.345,0.64,1.59,1.76,-0.41,0.62,-0.08
2021-11-10 11:9:30.0960,0.071,0.818,-0.355,0.56,1.64,1.92,-0.41,0.62,-0.08
2021-11-10 11:9:30.1060,0.08,0.824,-0.362,0.46,1.64,2.1,-0.43,0.66,-0.04
2021-11-10 11:9:30.1160,0.092,0.833,-0.367,0.38,1.59,2.21,-0.46,0.68,-0.01
2021-11-10 11:9:30.1250,0.102,0.841,-0.365,0.27,1.52,2.34,-0.48,0.67,0.02
2021-11-10 11:9:30.1360,0.115,0.846,-0.352,0.18,1.45,2.39,-0.51,0.66,0.04
2021-11-10 11:9:30.1450,0.133,0.845,-0.341,0.08,1.38,2.37,-0.55,0.66,0.05
2021-11-10 11:9:30.1550,0.154,0.851,-0.345,-0.06,1.38,2.29,-0.57,0.63,0.04
2021-11-10 11:9:30.1650,0.174,0.874,-0.346,-0.25,1.38,2.34,-0.57,0.58,0.01
2021-11-10 11:9:30.1750,0.185,0.911,-0.329,-0.46,1.22,2.45,-0.55,0.52,-0.04
2021-11-10 11:9:30.1860,0.184,0.954,-0.304,-0.61,0.9,2.4,-0.53,0.48,-0.09
2021-11-10 11:9:30.1950,0.171,0.999,-0.284,-0.65,0.5,2.23,-0.49,0.47,-0.12
2021-11-10 11:9:30.2060,0.157,1.046,-0.289,-0.56,0.07,2.04,-0.45,0.5,-0.14
2021-11-10 11:9:30.2150,0.154,1.079,-0.316,-0.42,-0.38,2.04,-0.3,0.6,-0.13
2021-11-10 11:9:30.2250,0.159,1.088,-0.361,-0.36,-0.78,2.27,-0.2,0.67,-0.08
