time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2021-11-10 11:6:43.1060,-0.795,0.278,0.002,-1.19,-1.96,-1.42,1.0,0.37,-1.97
2021-11-10 11:6:43.1170,-0.764,0.262,0.012,-1.69,-1.98,-1.54,1.05,0.24,-1.88
2021-11-10 11:6:43.1270,-0.743,0.244,0.018,-2.09,-2.0,-1.66,1.08,0.11,-1.8
2021-11-10 11:6:43.1360,-0.722,0.215,0.019,-2.3,-2.03,-1.75,1.07,-0.02,-1.77
2021-11-10 11:6:43.1460,-0.72,0.19,0.021,-2.55,-1.97,-1.76,1.01,-0.15,-1.76
2021-11-10 11:6:43.1570,-0.724,0.172,0.018,-2.64,-1.88,-1.78,0.72,-0.14,-1.76
2021-11-10 11:6:43.1660,-0.736,0.152,0.01,-2.6,-1.86,-1.75,0.72,-0.1,-1.74
2021-11-10 11:6:43.1770,-0.75,0.128,-0.003,-2.53,-1.86,-1.68,0.5,-0.1,-1.74
2021-11-10 11:6:43.1860,-0.746,0.109,-0.01,-2.33,-1.8,-1.56,0.25,-0.02,-1.74
2021-11-10 11:6:43.1960,-0.744,0.092,-0.014,-2.35,-1.75,-1.47,0.02,0.07,-1.68
2021-11-10 11:6:43.2060,-0.731,0.071,-0.023,-2.34,-1.75,-1.43,-0.2,0.12,-1.41
2021-11-10 11:6:43.2160,-0.722,0.051,-0.032,-2.42,-1.69,-1.37,-0.2,0.12,-1.41
2021-11-10 11:6:43.2260,-0.726,0.039,-0.043,-2.54,-1.6,-1.3,-0.21,0.12,-1.24
2021-11-10 11:6:43.2350,-0.736,0.028,-0.045,-2.51,-1.56,-1.2,-0.15,0.1,-1.07
2021-11-10 11:6:43.2460,-0.768,0.013,-0.05,-2.44,-1.56,-1.16,-0.06,0.13,-0.91
2021-11-10 11:6:43.2560,-0.797,0.005,-0.059,-2.19,-1.49,-1.16,-0.0,0.23,-0.78
2021-11-10 11:6:43.2660,-0.818,-0.009,-0.073,-1.85,-1.46,-1.11,-0.01,0.4,-0.68
2021-11-10 11:6:43.2770,-0.842,-0.033,-0.09,-1.62,-1.42,-1.05,-0.09,0.62,-0.63
2021-11-10 11:6:43.2860,-0.86,-0.051,-0.107,-1.37,-1.26,-0.96,-0.21,0.9,-0.61
2021-11-10 11:6:43.2960,-0.869,-0.064,-0.123,-1.13,-1.11,-0.91,-0.35,1.21,-0.59
2021-11-10 11:6:43.3060,-0.865,-0.067,-0.139,-0.97,-1.0,-0.88,-0.45,1.48,-0.52
2021-11-10 11:6:43.3160,-0.846,-0.081,-0.16,-0.9,-0.98,-0.89,-0.49,1.67,-0.42
2021-11-10 11:6:43.3260,-0.826,-0.099,-0.182,-1.01,-0.92,-0.86,-0.46,1.75,-0.3
2021-11-10 11:6:43.3350,-0.803,-0.108,-0.207,-1.17,-0.74,-0.83,-0.39,1.73,-0.18
2021-11-10 11:6:43.3460,-0.787,-0.113,-0.233,-1.33,-0.62,-0.75,-0.29,1.61,-0.06
2021-11-10 11:6:43.3550,-0.783,-0.11,-0.262,-1.49,-0.56,-0.64,-0.17,1.37,0.02
2021-11-10 11:6:43.3660,-0.778,-0.11,-0.289,-1.53,-0.54,-0.48,-0.03,1.01,0.04
2021-11-10 11:6:43.3760,-0.791,-0.121,-0.303,-1.57,-0.58,-0.24,0.15,0.54,0.05
2021-11-10 11:6:43.3860,-0.803,-0.128,-0.305,-1.49,-0.49,-0.08,0.45,-0.11,-0.03
2021-11-10 11:6:43.3960,-0.827,-0.141,-0.298,-1.2,-0.33,-0.04,0.4,0.0,-0.04
2021-11-10 11:6:43.4050,-0.865,-0.146,-0.294,-1.2,-0.33,-0.04,0.4,0.0,-0.04
2021-11-10 11:6:43.4160,-0.89,-0.14,-0.294,-0.84,-0.25,-0.11,0.22,0.37,-0.0
2021-11-10 11:6:43.4260,-0.899,-0.136,-0.293,-0.51,-0.27,-0.19,-0.02,1.29,0.11
2021-11-10 11:6:43.4360,-0.896,-0.127,-0.3,-0.34,-0.32,-0.3,-0.26,1.29,0.11
2021-11-10 11:6:43.4450,-0.885,-0.114,-0.32,-0.28,-0.35,-0.42,-0.43,1.53,0.17
2021-11-10 11:6:43.4560,-0.873,-0.11,-0.336,-0.31,-0.45,-0.4,-0.48,1.51,0.19
2021-11-10 11:6:43.4650,-0.868,-0.105,-0.352,-0.4,-0.49,-0.35,-0.44,1.29,0.2
2021-11-10 11:6:43.4760,-0.863,-0.109,-0.362,-0.43,-0.5,-0.31,-0.34,0.94,0.16
2021-11-10 11:6:43.4850,-0.865,-0.116,-0.363,-0.45,-0.48,-0.23,-0.21,0.54,0.1
2021-11-10 11:6:43.4950,-0.871,-0.116,-0.362,-0.46,-0.39,-0.23,-0.08,0.16,0.03
2021-11-10 11:6:43.5060,-0.879,-0.123,-0.357,-0.41,-0.37,-0.22,0.04,-0.16,-0.04
2021-11-10 11:6:43.5160,-0.894,-0.132,-0.347,-0.35,-0.35,-0.23,0.12,-0.35,-0.07
2021-11-10 11:6:43.5260,-0.912,-0.134,-0.337,-0.25,-0.26,-0.27,0.14,-0.38,-0.08
2021-11-10 11:6:43.5360,-0.926,-0.144,-0.333,-0.08,-0.24,-0.36,0.1,-0.28,-0.09
2021-11-10 11:6:43.5450,-0.938,-0.151,-0.333,0.07,-0.18,-0.41,0.01,-0.09,-0.09
2021-11-10 11:6:43.5570,-0.942,-0.154,-0.334,0.2,-0.09,-0.42,-0.07,0.32,-0.04
2021-11-10 11:6:43.5660,-0.939,-0.154,-0.342,0.28,-0.05,-0.44,-0.14,0.32,-0.04
2021-11-10 11:6:43.5750,-0.932,-0.153,-0.351,0.29,-0.03,-0.43,-0.19,0.44,-0.0
2021-11-10 11:6:43.5850,-0.926,-0.15,-0.36,0.25,-0.03,-0.38,-0.2,0.47,0.03
2021-11-10 11:6:43.5960,-0.926,-0.148,-0.375,0.19,-0.04,-0.34,-0.17,0.38,0.06
2021-11-10 11:6:43.6050,-0.933,-0.145,-0.388,0.18,-0.05,-0.23,-0.1,0.19,0.08
2021-11-10 11:6:43.6150,-0.941,-0.147,-0.397,0.22,-0.07,-0.1,0.0,-0.04,0.09
2021-11-10 11:6:43.6260,-0.951,-0.157,-0.4,0.29,-0.08,0.03,0.11,-0.22,0.07
2021-11-10 11:6:43.6350,-0.959,-0.163,-0.403,0.36,0.01,0.09,0.18,-0.33,0.04
2021-11-10 11:6:43.6450,-0.962,-0.17,-0.396,0.45,0.08,0.17,0.22,-0.36,-0.0
2021-11-10 11:6:43.6550,-0.962,-0.174,-0.389,0.48,0.14,0.17,0.18,-0.19,-0.03
2021-11-10 11:6:43.6660,-0.957,-0.175,-0.386,0.49,0.18,0.11,0.18,-0.19,-0.03
2021-11-10 11:6:43.6760,-0.948,-0.173,-0.385,0.45,0.19,0.09,0.12,-0.08,-0.04
2021-11-10 11:6:43.6850,-0.937,-0.171,-0.388,0.37,0.17,0.07,0.11,-0.11,-0.05
2021-11-10 11:6:43.6950,-0.929,-0.169,-0.387,0.26,0.15,0.1,0.11,-0.11,-0.05
2021-11-10 11:6:43.7060,-0.922,-0.169,-0.385,0.18,0.11,0.12,0.14,-0.18,-0.05
2021-11-10 11:6:43.7150,-0.918,-0.174,-0.383,0.1,0.09,0.12,0.15,-0.23,-0.06
2021-11-10 11:6:43.7250,-0.918,-0.173,-0.382,0.04,0.12,0.13,0.13,-0.22,-0.07
2021-11-10 11:6:43.7350,-0.913,-0.171,-0.384,0.02,0.13,0.13,0.09,-0.19,-0.07
2021-11-10 11:6:43.7460,-0.91,-0.17,-0.383,-0.02,0.1,0.16,0.04,-0.14,-0.07
2021-11-10 11:6:43.7550,-0.906,-0.163,-0.381,-0.06,0.09,0.17,-0.0,-0.05,-0.08
2021-11-10 11:6:43.7660,-0.899,-0.159,-0.381,-0.09,0.03,0.15,-0.04,0.05,-0.09
2021-11-10 11:6:43.7750,-0.896,-0.157,-0.38,-0.14,-0.04,0.14,-0.07,0.13,-0.1
2021-11-10 11:6:43.7850,-0.891,-0.149,-0.378,-0.18,-0.05,0.11,-0.07,0.19,-0.09
2021-11-10 11:6:43.7940,-0.888,-0.144,-0.38,-0.21,-0.12,0.08,-0.04,0.2,-0.07
2021-11-10 11:6:43.8040,-0.887,-0.142,-0.384,-0.25,-0.19,0.06,0.02,0.13,-0.03
2021-11-10 11:6:43.8150,-0.885,-0.141,-0.386,-0.26,-0.22,0.08,0.02,0.13,-0.03
2021-11-10 11:6:43.8250,-0.882,-0.14,-0.387,-0.27,-0.23,0.1,0.08,-0.0,0.01
2021-11-10 11:6:43.8350,-0.883,-0.142,-0.387,-0.29,-0.25,0.11,0.08,-0.0,0.01
2021-11-10 11:6:43.8450,-0.887,-0.14,-0.385,-0.3,-0.23,0.12,0.11,-0.06,0.03
2021-11-10 11:6:43.8550,-0.892,-0.141,-0.381,-0.28,-0.25,0.12,0.13,-0.08,0.05
2021-11-10 11:6:43.8650,-0.898,-0.148,-0.378,-0.23,-0.25,0.09,0.13,-0.08,0.05
2021-11-10 11:6:43.8740,-0.904,-0.154,-0.375,-0.17,-0.21,0.06,0.12,-0.04,0.04
2021-11-10 11:6:43.8850,-0.907,-0.154,-0.369,-0.12,-0.13,0.04,0.11,0.03,0.02
2021-11-10 11:6:43.8950,-0.909,-0.153,-0.37,-0.07,-0.11,-0.03,0.1,0.09,0.0
2021-11-10 11:6:43.9040,-0.909,-0.155,-0.373,-0.05,-0.13,-0.06,0.1,0.11,0.0
2021-11-10 11:6:43.9140,-0.902,-0.152,-0.368,-0.04,-0.11,-0.01,0.11,0.1,0.01
2021-11-10 11:6:43.9250,-0.894,-0.154,-0.371,-0.07,-0.12,-0.06,0.12,0.07,0.02
2021-11-10 11:6:43.9350,-0.891,-0.159,-0.371,-0.16,-0.14,-0.05,0.13,-0.0,0.04
2021-11-10 11:6:43.9440,-0.892,-0.163,-0.369,-0.21,-0.08,-0.03,0.13,-0.06,0.06
2021-11-10 11:6:43.9540,-0.896,-0.167,-0.368,-0.21,-0.05,-0.04,0.1,-0.13,0.08
2021-11-10 11:6:43.9650,-0.903,-0.17,-0.368,-0.19,0.0,-0.04,0.1,-0.13,0.08
2021-11-10 11:6:43.9750,-0.909,-0.172,-0.363,-0.14,0.04,-0.03,0.07,-0.12,0.07
2021-11-10 11:6:43.9840,-0.913,-0.173,-0.358,-0.08,0.06,-0.05,0.03,-0.06,0.06
2021-11-10 11:6:43.9940,-0.913,-0.171,-0.363,-0.03,0.08,-0.12,-0.02,0.02,0.05
2021-11-10 11:6:44.0040,-0.911,-0.163,-0.36,-0.01,0.09,-0.1,-0.04,0.08,0.03
2021-11-10 11:6:44.0140,-0.905,-0.156,-0.365,-0.02,0.04,-0.1,-0.06,0.11,0.03
2021-11-10 11:6:44.0250,-0.9,-0.15,-0.371,-0.07,-0.04,-0.11,-0.05,0.11,0.03
2021-11-10 11:6:44.0340,-0.896,-0.144,-0.372,-0.12,-0.09,-0.04,-0.02,0.09,0.04
2021-11-10 11:6:44.0450,-0.894,-0.139,-0.377,-0.16,-0.15,-0.04,0.01,0.04,0.06
2021-11-10 11:6:44.0550,-0.893,-0.137,-0.377,-0.19,-0.2,0.01,0.04,-0.01,0.07
2021-11-10 11:6:44.0650,-0.893,-0.136,-0.376,-0.21,-0.22,0.04,0.07,-0.07,0.08
2021-11-10 11:6:44.0730,-0.894,-0.134,-0.375,-0.22,-0.23,0.04,0.09,-0.1,0.1
2021-11-10 11:6:44.0840,-0.896,-0.136,-0.373,-0.22,-0.24,0.03,0.09,-0.11,0.1
2021-11-10 11:6:44.0940,-0.896,-0.138,-0.367,-0.2,-0.23,0.03,0.07,-0.09,0.1
2021-11-10 11:6:44.1050,-0.891,-0.137,-0.362,-0.2,-0.19,0.0,0.05,-0.05,0.11
2021-11-10 11:6:44.1140,-0.882,-0.134,-0.36,-0.22,-0.18,-0.06,0.01,0.05,0.12
2021-11-10 11:6:44.1240,-0.868,-0.131,-0.355,-0.31,-0.19,-0.09,0.01,0.05,0.12
2021-11-10 11:6:44.1340,-0.855,-0.125,-0.35,-0.42,-0.21,-0.14,0.0,0.09,0.14
2021-11-10 11:6:44.1440,-0.838,-0.121,-0.344,-0.55,-0.25,-0.2,-0.0,0.12,0.17
2021-11-10 11:6:44.1530,-0.823,-0.116,-0.337,-0.7,-0.28,-0.26,-0.01,0.14,0.2
2021-11-10 11:6:44.1650,-0.815,-0.11,-0.336,-0.87,-0.29,-0.35,-0.03,0.13,0.23
2021-11-10 11:6:44.1740,-0.818,-0.106,-0.333,-0.97,-0.33,-0.39,-0.04,0.08,0.26
2021-11-10 11:6:44.1840,-0.825,-0.107,-0.333,-0.99,-0.35,-0.41,-0.05,0.01,0.29
2021-11-10 11:6:44.1930,-0.834,-0.111,-0.336,-0.93,-0.32,-0.43,-0.07,-0.05,0.32
2021-11-10 11:6:44.2040,-0.842,-0.121,-0.336,-0.86,-0.27,-0.39,-0.09,-0.09,0.34
2021-11-10 11:6:44.2140,-0.847,-0.124,-0.335,-0.78,-0.15,-0.38,-0.1,-0.1,0.35
2021-11-10 11:6:44.2240,-0.863,-0.118,-0.337,-0.72,-0.04,-0.37,-0.14,-0.09,0.35
2021-11-10 11:6:44.2340,-0.89,-0.11,-0.346,-0.66,-0.04,-0.36,-0.2,-0.05,0.35
2021-11-10 11:6:44.2430,-0.895,-0.103,-0.351,-0.37,-0.08,-0.3,-0.3,0.03,0.33
2021-11-10 11:6:44.2530,-0.903,-0.096,-0.365,-0.27,-0.11,-0.25,-0.4,0.12,0.32
2021-11-10 11:6:44.2630,-0.9,-0.091,-0.382,-0.19,-0.13,-0.18,-0.45,0.16,0.31
2021-11-10 11:6:44.2730,-0.896,-0.083,-0.393,-0.18,-0.14,-0.01,-0.47,0.16,0.31
2021-11-10 11:6:44.2840,-0.891,-0.079,-0.407,-0.23,-0.15,0.09,-0.46,0.15,0.33
2021-11-10 11:6:44.2940,-0.885,-0.087,-0.412,-0.26,-0.18,0.19,-0.43,0.13,0.36
2021-11-10 11:6:44.3040,-0.886,-0.102,-0.42,-0.32,-0.1,0.27,-0.39,0.12,0.42
2021-11-10 11:6:44.3140,-0.901,-0.116,-0.433,-0.35,0.09,0.31,-0.35,0.1,0.48
2021-11-10 11:6:44.3240,-0.935,-0.126,-0.455,-0.26,0.3,0.41,-0.33,0.04,0.56
2021-11-10 11:6:44.3330,-0.979,-0.146,-0.478,0.0,0.49,0.59,-0.29,-0.09,0.62
2021-11-10 11:6:44.3440,-1.049,-0.181,-0.497,0.38,0.69,0.84,-0.23,-0.23,0.69
2021-11-10 11:6:44.3530,-1.16,-0.231,-0.542,0.94,1.07,1.06,-0.2,-0.36,0.74
2021-11-10 11:6:44.3630,-1.339,-0.308,-0.6,1.82,1.54,1.42,-0.2,-0.55,0.81
2021-11-10 11:6:44.3740,-1.563,-0.389,-0.642,3.29,2.33,2.05,-0.21,-0.72,0.84
2021-11-10 11:6:44.3830,-1.822,-0.521,-0.655,5.34,3.15,2.6,-0.18,-0.7,0.79
2021-11-10 11:6:44.3940,-2.099,-0.724,-0.686,7.71,4.29,2.87,-0.08,-0.51,0.65
2021-11-10 11:6:44.4040,-2.374,-0.878,-0.747,10.41,6.09,3.08,0.08,-0.28,0.39
2021-11-10 11:6:44.4140,-2.595,-0.896,-0.794,13.12,8.01,3.62,0.26,-0.05,-0.06
2021-11-10 11:6:44.4240,-2.768,-0.886,-0.813,15.56,8.56,4.17,0.41,0.22,-0.68
2021-11-10 11:6:44.4330,-2.894,-0.874,-0.841,17.38,8.34,4.4,0.46,0.53,-1.34
2021-11-10 11:6:44.4430,-2.927,-0.831,-0.886,18.91,8.1,4.54,0.42,0.79,-2.03
2021-11-10 11:6:44.4530,-2.915,-0.759,-0.954,19.6,7.56,4.86,0.45,0.78,-2.72
2021-11-10 11:6:44.4630,-2.861,-0.679,-1.021,19.65,6.64,5.38,0.68,0.39,-3.41
2021-11-10 11:6:44.4730,-2.792,-0.61,-1.044,19.33,5.49,6.13,1.09,-0.19,-4.01
2021-11-10 11:6:44.4840,-2.719,-0.524,-1.043,18.72,4.32,6.57,1.5,-0.7,-4.51
2021-11-10 11:6:44.4930,-2.643,-0.405,-1.017,18.09,3.12,6.76,1.8,-1.0,-4.93
2021-11-10 11:6:44.5040,-2.569,-0.286,-0.973,17.45,1.51,6.74,2.03,-1.13,-5.31
2021-11-10 11:6:44.5130,-2.474,-0.181,-0.922,16.86,-0.22,6.53,2.18,-1.13,-5.66
2021-11-10 11:6:44.5240,-2.356,-0.105,-0.873,16.22,-1.88,6.22,2.28,-1.05,-5.95
2021-11-10 11:6:44.5330,-2.24,-0.016,-0.819,15.36,-3.3,5.91,2.35,-0.98,-6.17
2021-11-10 11:6:44.5430,-2.128,0.086,-0.764,14.47,-4.63,5.61,2.42,-0.93,-6.38
2021-11-10 11:6:44.5520,-2.001,0.153,-0.721,13.71,-6.22,5.26,2.44,-0.94,-6.57
2021-11-10 11:6:44.5640,-1.872,0.211,-0.682,12.88,-7.57,5.0,2.4,-1.02,-6.74
2021-11-10 11:6:44.5730,-1.765,0.283,-0.628,12.04,-8.64,4.85,2.33,-1.12,-6.88
2021-11-10 11:6:44.5830,-1.656,0.343,-0.573,11.35,-9.81,4.62,2.25,-1.19,-6.98
2021-11-10 11:6:44.5930,-1.535,0.394,-0.528,10.85,-10.92,4.29,2.14,-1.23,-7.05
2021-11-10 11:6:44.6030,-1.414,0.445,-0.48,10.23,-11.85,4.06,1.99,-1.21,-7.09
2021-11-10 11:6:44.6130,-1.29,0.487,-0.429,9.62,-12.73,3.82,1.83,-1.13,-7.11
2021-11-10 11:6:44.6230,-1.158,0.527,-0.379,9.03,-13.51,3.52,1.46,-0.63,-7.03
2021-11-10 11:6:44.6330,-1.023,0.573,-0.333,8.39,-14.17,3.19,1.46,-0.63,-7.03
2021-11-10 11:6:44.6420,-0.874,0.593,-0.311,7.71,-14.84,2.85,0.99,0.19,-6.74
2021-11-10 11:6:44.6530,-0.701,0.586,-0.306,6.96,-15.35,2.62,0.99,0.19,-6.74
2021-11-10 11:6:44.6620,-0.514,0.588,-0.278,6.0,-15.47,2.63,0.79,0.56,-6.54
2021-11-10 11:6:44.6720,-0.343,0.59,-0.229,4.81,-15.5,2.53,0.68,0.82,-6.29
2021-11-10 11:6:44.6830,-0.195,0.556,-0.184,3.63,-15.63,2.15,0.66,0.87,-5.91
2021-11-10 11:6:44.6940,-0.06,0.527,-0.142,2.66,-15.41,1.75,0.68,0.74,-5.47
2021-11-10 11:6:44.7020,0.048,0.499,-0.107,1.79,-15.05,1.39,0.72,0.52,-5.02
2021-11-10 11:6:44.7120,0.136,0.475,-0.072,1.08,-14.75,1.11,0.77,0.31,-4.59
2021-11-10 11:6:44.7230,0.211,0.449,-0.045,0.58,-14.42,0.85,0.81,0.17,-4.19
2021-11-10 11:6:44.7320,0.278,0.41,-0.03,0.17,-14.13,0.61,0.81,0.14,-3.52
2021-11-10 11:6:44.7430,0.351,0.355,0.005,-0.15,-13.72,0.54,0.76,0.22,-3.52
2021-11-10 11:6:44.7530,0.443,0.29,0.031,-0.51,-13.15,0.35,0.67,0.4,-3.27
2021-11-10 11:6:44.7630,0.522,0.238,0.046,-1.07,-12.45,0.08,0.56,0.61,-3.05
2021-11-10 11:6:44.7730,0.59,0.22,0.078,-1.66,-11.75,0.0,0.47,0.78,-2.86
2021-11-10 11:6:44.7830,0.659,0.201,0.116,-2.09,-11.38,-0.18,0.46,0.87,-2.68
2021-11-10 11:6:44.7920,0.732,0.173,0.143,-2.53,-11.14,-0.48,0.54,0.83,-2.24
2021-11-10 11:6:44.8030,0.805,0.138,0.155,-3.03,-10.8,-0.71,0.54,0.83,-2.24
2021-11-10 11:6:44.8130,0.881,0.104,0.161,-3.56,-10.39,-0.81,0.57,0.76,-1.99
2021-11-10 11:6:44.8240,0.953,0.084,0.182,-4.15,-9.96,-0.78,0.58,0.68,-1.78
2021-11-10 11:6:44.8330,1.018,0.076,0.209,-4.74,-9.64,-0.85,0.58,0.57,-1.6
2021-11-10 11:6:44.8420,1.067,0.076,0.234,-5.28,-9.44,-1.04,0.55,0.39,-1.4
2021-11-10 11:6:44.8520,1.108,0.076,0.26,-5.72,-9.36,-1.24,0.49,0.13,-1.19
2021-11-10 11:6:44.8620,1.152,0.085,0.28,-6.04,-9.31,-1.45,0.38,-0.12,-0.98
2021-11-10 11:6:44.8730,1.195,0.085,0.297,-6.38,-9.33,-1.67,0.23,-0.28,-0.77
2021-11-10 11:6:44.8830,1.241,0.093,0.306,-6.76,-9.33,-1.84,0.06,-0.31,-0.57
2021-11-10 11:6:44.8930,1.272,0.119,0.302,-7.15,-9.33,-1.99,-0.15,-0.29,-0.36
2021-11-10 11:6:44.9020,1.279,0.156,0.291,-7.53,-9.52,-2.05,-0.39,-0.28,-0.11
2021-11-10 11:6:44.9130,1.286,0.196,0.273,-7.68,-9.86,-2.0,-0.66,-0.24,0.19
2021-11-10 11:6:44.9230,1.301,0.23,0.249,-7.75,-10.28,-1.95,-1.19,-0.0,0.9
2021-11-10 11:6:44.9330,1.301,0.259,0.234,-7.95,-10.69,-1.8,-1.19,-0.0,0.9
2021-11-10 11:6:44.9420,1.29,0.291,0.204,-8.12,-11.04,-1.75,-1.39,0.12,1.31
2021-11-10 11:6:44.9530,1.267,0.324,0.152,-8.19,-11.43,-1.65,-1.77,0.29,2.18
2021-11-10 11:6:44.9620,1.232,0.361,0.096,-8.18,-11.84,-1.35,-1.96,0.4,2.6
2021-11-10 11:6:44.9720,1.179,0.406,0.04,-8.11,-12.3,-0.94,-1.96,0.4,2.6
2021-11-10 11:6:44.9820,1.11,0.466,-0.025,-7.91,-12.81,-0.58,-2.15,0.56,3.03
2021-11-10 11:6:44.9910,1.027,0.514,-0.095,-7.59,-13.48,-0.16,-2.3,0.72,3.48
2021-11-10 11:6:45.0010,0.938,0.573,-0.162,-7.17,-14.15,0.35,-2.46,0.98,4.42
2021-11-10 11:6:45.0120,0.849,0.638,-0.252,-6.7,-14.75,0.79,-2.46,0.98,4.42
2021-11-10 11:6:45.0220,0.746,0.694,-0.348,-6.26,-15.54,1.37,-2.48,0.93,4.88
2021-11-10 11:6:45.0310,0.653,0.752,-0.454,-5.78,-16.16,2.1,-2.48,0.78,5.28
2021-11-10 11:6:45.0420,0.55,0.793,-0.568,-5.35,-16.83,2.85,-2.44,0.52,5.63
2021-11-10 11:6:45.0510,0.424,0.838,-0.655,-4.96,-17.31,3.76,-2.3,0.24,5.93
2021-11-10 11:6:45.0620,0.273,0.902,-0.727,-4.39,-17.72,4.52,-2.05,0.03,6.21
2021-11-10 11:6:45.0720,0.1,0.992,-0.792,-3.66,-18.21,5.08,-1.71,-0.04,6.54
2021-11-10 11:6:45.0810,-0.056,1.082,-0.84,-2.62,-18.96,5.61,-1.33,0.05,6.93
2021-11-10 11:6:45.0920,-0.231,1.19,-0.87,-1.72,-19.72,6.05,-0.92,0.25,7.35
2021-11-10 11:6:45.1020,-0.408,1.305,-0.901,-0.81,-20.53,6.32,-0.53,0.54,7.84
2021-11-10 11:6:45.1120,-0.549,1.395,-0.919,0.25,-21.44,6.55,-0.23,0.91,8.33
2021-11-10 11:6:45.1220,-0.669,1.472,-0.903,1.04,-22.14,6.78,0.01,1.26,8.75
2021-11-10 11:6:45.1320,-0.781,1.532,-0.881,1.52,-22.52,6.67,0.18,1.47,9.07
2021-11-10 11:6:45.1410,-0.888,1.547,-0.835,1.94,-22.78,6.41,0.3,1.43,9.27
2021-11-10 11:6:45.1520,-1.011,1.556,-0.758,2.3,-22.56,6.05,0.37,1.22,9.38
2021-11-10 11:6:45.1620,-1.154,1.58,-0.693,2.8,-22.03,5.33,0.35,0.94,9.44
2021-11-10 11:6:45.1710,-1.33,1.599,-0.628,3.52,-21.58,4.57,0.28,0.53,9.45
2021-11-10 11:6:45.1810,-1.551,1.634,-0.519,4.59,-21.1,4.02,0.3,0.15,9.42
2021-11-10 11:6:45.1910,-1.852,1.754,-0.453,6.05,-20.53,3.08,0.3,-0.06,9.4
2021-11-10 11:6:45.2020,-2.178,1.833,-0.416,8.33,-20.64,2.19,0.15,-0.02,9.47
2021-11-10 11:6:45.2120,-2.46,1.851,-0.364,11.18,-20.89,1.82,-0.15,0.37,9.57
2021-11-10 11:6:45.2220,-2.648,1.802,-0.382,13.96,-20.33,1.21,-0.68,1.01,9.58
2021-11-10 11:6:45.2320,-2.767,1.684,-0.423,16.03,-19.27,0.94,-1.37,1.65,9.46
2021-11-10 11:6:45.2420,-2.906,1.631,-0.446,17.36,-17.33,1.18,-1.93,2.03,9.2
2021-11-10 11:6:45.2510,-3.088,1.627,-0.494,18.6,-15.53,1.25,-2.1,1.84,8.84
2021-11-10 11:6:45.2610,-3.3,1.6,-0.554,20.41,-14.63,1.49,-1.83,1.09,8.38
2021-11-10 11:6:45.2710,-3.564,1.566,-0.608,22.51,-13.62,2.05,-1.28,0.09,7.83
2021-11-10 11:6:45.2810,-3.849,1.489,-0.65,25.06,-12.68,2.68,-0.78,-0.64,7.21
2021-11-10 11:6:45.2920,-4.082,1.369,-0.73,28.07,-11.43,3.19,-0.59,-0.95,6.5
2021-11-10 11:6:45.3020,-4.231,1.182,-0.791,30.79,-9.99,3.94,-0.57,-0.8,5.71
2021-11-10 11:6:45.3110,-4.297,1.023,-0.908,32.79,-7.81,4.69,-0.55,-0.43,4.91
2021-11-10 11:6:45.3220,-4.294,0.888,-1.043,33.93,-5.78,5.61,-0.35,-0.09,4.09
2021-11-10 11:6:45.3310,-4.266,0.762,-1.166,34.3,-4.04,6.93,0.17,0.13,3.3
2021-11-10 11:6:45.3400,-4.249,0.606,-1.235,34.22,-2.66,8.17,1.02,0.15,2.54
2021-11-10 11:6:45.3510,-4.244,0.436,-1.239,34.09,-1.11,8.99,2.05,0.02,1.83
2021-11-10 11:6:45.3620,-4.221,0.29,-1.196,34.12,0.54,9.11,3.0,-0.17,1.1
2021-11-10 11:6:45.3710,-4.178,0.202,-1.082,33.98,2.06,8.71,3.75,-0.35,0.23
2021-11-10 11:6:45.3810,-4.1,0.192,-0.96,33.61,3.01,7.66,4.19,-0.45,-0.8
2021-11-10 11:6:45.3910,-3.979,0.244,-0.889,32.91,3.12,6.2,4.33,-0.66,-1.91
2021-11-10 11:6:45.4010,-3.825,0.345,-0.846,31.71,2.47,5.18,4.23,-1.04,-2.93
2021-11-10 11:6:45.4110,-3.666,0.47,-0.819,30.09,1.22,4.62,4.05,-1.52,-3.78
2021-11-10 11:6:45.4210,-3.486,0.566,-0.822,28.3,-0.47,4.27,3.87,-2.05,-4.53
2021-11-10 11:6:45.4320,-3.288,0.642,-0.832,26.39,-2.11,4.27,3.74,-2.52,-5.23
2021-11-10 11:6:45.4400,-3.101,0.736,-0.867,24.22,-3.52,4.49,3.61,-2.87,-5.89
2021-11-10 11:6:45.4510,-2.929,0.873,-0.919,22.08,-5.0,4.89,3.46,-3.12,-6.5
2021-11-10 11:6:45.4610,-2.79,1.053,-0.942,20.12,-6.92,5.66,3.38,-3.34,-7.02
2021-11-10 11:6:45.4700,-2.641,1.201,-0.966,18.49,-9.33,6.26,3.37,-3.52,-7.46
2021-11-10 11:6:45.4820,-2.454,1.265,-0.982,17.03,-11.86,6.86,3.43,-3.67,-7.76
2021-11-10 11:6:45.4910,-2.25,1.314,-1.014,15.33,-13.54,7.39,3.49,-3.86,-8.01
2021-11-10 11:6:45.5000,-2.083,1.362,-1.013,13.38,-14.88,8.11,3.53,-4.1,-8.16
2021-11-10 11:6:45.5120,-1.936,1.404,-0.975,11.74,-16.15,8.77,3.61,-4.29,-8.24
2021-11-10 11:6:45.5220,-1.77,1.407,-0.942,10.5,-17.42,9.01,3.69,-4.46,-8.26
