time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2021-11-10 11:6:27.0240,-2.105,1.364,-0.188,14.46,-17.46,1.98,2.61,-2.09,-8.88
2021-11-10 11:6:27.0350,-1.9,1.365,-0.16,13.02,-18.48,1.78,2.3,-2.18,-8.96
2021-11-10 11:6:27.0430,-1.704,1.342,-0.146,11.51,-19.25,1.76,1.54,-2.26,-8.92
2021-11-10 11:6:27.0540,-1.518,1.302,-0.136,10.1,-19.82,1.84,1.13,-2.23,-8.8
2021-11-10 11:6:27.0640,-1.35,1.269,-0.134,8.85,-20.04,1.99,1.13,-2.23,-8.8
2021-11-10 11:6:27.0740,-1.203,1.238,-0.137,7.79,-20.27,2.13,0.72,-2.15,-8.63
2021-11-10 11:6:27.0840,-1.066,1.214,-0.152,6.96,-20.39,2.31,0.32,-2.02,-8.42
2021-11-10 11:6:27.0940,-0.941,1.172,-0.169,6.31,-20.59,2.5,-0.34,-1.65,-7.91
2021-11-10 11:6:27.1050,-0.812,1.117,-0.179,5.75,-20.6,2.74,-0.34,-1.65,-7.91
2021-11-10 11:6:27.1150,-0.686,1.082,-0.197,5.23,-20.36,2.87,-0.55,-1.42,-7.63
2021-11-10 11:6:27.1240,-0.573,1.027,-0.216,4.66,-20.14,2.98,-0.66,-1.21,-7.35
2021-11-10 11:6:27.1340,-0.451,0.923,-0.224,4.21,-19.94,3.13,-0.68,-1.02,-7.04
2021-11-10 11:6:27.1440,-0.316,0.856,-0.225,3.74,-19.13,3.21,-0.61,-0.88,-6.76
2021-11-10 11:6:27.1530,-0.215,0.818,-0.207,3.07,-18.33,3.2,-0.25,-0.83,-6.34
2021-11-10 11:6:27.1640,-0.148,0.771,-0.175,2.55,-17.94,3.07,-0.25,-0.83,-6.34
2021-11-10 11:6:27.1730,-0.096,0.763,-0.142,2.4,-17.47,2.79,-0.01,-0.92,-6.18
2021-11-10 11:6:27.1840,-0.064,0.76,-0.139,2.46,-17.13,2.44,0.12,-1.01,-6.0
2021-11-10 11:6:27.1940,-0.015,0.748,-0.144,2.63,-17.08,2.27,-0.2,-0.94,-5.54
2021-11-10 11:6:27.2040,0.063,0.744,-0.142,2.82,-16.83,2.31,-0.2,-0.94,-5.54
2021-11-10 11:6:27.2150,0.145,0.726,-0.145,2.64,-16.64,2.25,-0.56,-0.78,-5.25
2021-11-10 11:6:27.2240,0.251,0.69,-0.178,2.3,-16.38,2.12,-0.93,-0.66,-4.88
2021-11-10 11:6:27.2330,0.401,0.66,-0.198,1.84,-15.92,2.22,-1.26,-0.53,-4.54
2021-11-10 11:6:27.2440,0.561,0.655,-0.214,0.89,-15.38,2.39,-1.45,-0.39,-4.3
2021-11-10 11:6:27.2540,0.712,0.636,-0.241,-0.33,-15.1,2.34,-1.48,-0.3,-4.11
2021-11-10 11:6:27.2640,0.893,0.633,-0.248,-1.47,-14.79,2.48,-1.33,-0.22,-3.99
2021-11-10 11:6:27.2740,1.072,0.7,-0.248,-2.77,-14.44,2.53,-1.09,-0.12,-3.88
2021-11-10 11:6:27.2840,1.281,0.766,-0.272,-4.33,-14.64,2.42,-0.93,0.01,-3.65
2021-11-10 11:6:27.2940,1.473,0.807,-0.309,-5.9,-15.2,2.5,-0.9,0.05,-3.22
2021-11-10 11:6:27.3030,1.638,0.88,-0.344,-7.73,-15.45,2.76,-1.06,0.11,-2.57
2021-11-10 11:6:27.3130,1.771,0.932,-0.365,-9.26,-15.94,3.05,-1.66,0.48,-0.97
2021-11-10 11:6:27.3230,1.863,0.961,-0.397,-10.61,-16.49,3.2,-1.66,0.48,-0.97
2021-11-10 11:6:27.3340,1.9,0.979,-0.438,-11.64,-16.8,3.36,-1.91,0.61,-0.17
2021-11-10 11:6:27.3430,1.883,0.982,-0.464,-12.23,-17.03,3.65,-2.06,0.76,0.58
2021-11-10 11:6:27.3530,1.831,0.98,-0.487,-12.33,-17.17,3.87,-2.11,1.02,1.31
2021-11-10 11:6:27.3650,1.748,0.969,-0.518,-12.05,-17.26,4.0,-2.05,1.34,2.07
2021-11-10 11:6:27.3730,1.633,0.962,-0.566,-11.54,-17.31,4.2,-1.94,1.61,2.85
2021-11-10 11:6:27.3840,1.517,0.96,-0.613,-10.77,-17.42,4.57,-1.82,1.77,3.62
2021-11-10 11:6:27.3940,1.383,0.97,-0.634,-9.92,-17.56,5.03,-1.62,1.82,4.34
2021-11-10 11:6:27.4030,1.235,0.981,-0.645,-9.08,-17.88,5.31,-1.35,1.78,4.98
2021-11-10 11:6:27.4140,1.071,0.996,-0.648,-8.11,-18.22,5.41,-1.02,1.66,5.55
2021-11-10 11:6:27.4230,0.887,1.018,-0.63,-7.06,-18.6,5.49,-0.66,1.52,6.04
2021-11-10 11:6:27.4330,0.679,1.055,-0.602,-5.89,-19.01,5.4,-0.35,1.44,6.49
2021-11-10 11:6:27.4440,0.472,1.096,-0.567,-4.53,-19.53,5.18,-0.14,1.5,6.9
2021-11-10 11:6:27.4540,0.291,1.137,-0.534,-3.13,-20.12,4.89,-0.04,1.67,7.31
2021-11-10 11:6:27.4640,0.137,1.184,-0.514,-1.94,-20.66,4.59,-0.02,1.87,7.67
2021-11-10 11:6:27.4740,-0.001,1.247,-0.512,-1.09,-21.19,4.34,-0.03,1.97,8.0
2021-11-10 11:6:27.4840,-0.126,1.328,-0.512,-0.47,-21.76,4.27,-0.02,1.93,8.31
2021-11-10 11:6:27.4940,-0.269,1.43,-0.507,-0.04,-22.46,4.27,0.28,1.35,8.87
2021-11-10 11:6:27.5030,-0.437,1.538,-0.498,0.44,-23.27,4.24,0.28,1.35,8.87
2021-11-10 11:6:27.5130,-0.642,1.64,-0.473,1.14,-24.17,4.19,0.58,0.87,9.09
2021-11-10 11:6:27.5230,-0.885,1.717,-0.416,2.15,-24.92,4.09,0.94,0.55,9.33
2021-11-10 11:6:27.5330,-1.155,1.767,-0.345,3.54,-25.48,3.72,1.25,0.52,9.6
2021-11-10 11:6:27.5430,-1.436,1.833,-0.265,5.27,-25.54,3.15,1.37,1.55,10.21
2021-11-10 11:6:27.5540,-1.686,1.883,-0.193,7.2,-25.6,2.42,1.37,1.55,10.21
2021-11-10 11:6:27.5640,-1.867,1.939,-0.151,9.07,-25.53,1.64,1.13,2.25,10.45
2021-11-10 11:6:27.5730,-2.046,2.004,-0.163,10.37,-25.28,0.96,0.74,2.53,10.57
2021-11-10 11:6:27.5820,-2.278,2.042,-0.183,11.39,-25.11,0.74,0.32,2.29,10.6
2021-11-10 11:6:27.5930,-2.484,2.015,-0.193,12.96,-24.77,0.81,-0.0,1.72,10.54
2021-11-10 11:6:27.6040,-2.624,1.929,-0.194,14.74,-23.86,0.83,-0.13,1.05,10.32
2021-11-10 11:6:27.6120,-2.733,1.794,-0.182,16.01,-22.29,0.81,-0.03,0.37,9.88
2021-11-10 11:6:27.6230,-2.899,1.696,-0.162,16.86,-20.22,0.74,0.18,-0.04,9.34
2021-11-10 11:6:27.6330,-3.06,1.599,-0.119,18.09,-18.16,0.57,0.34,0.02,8.88
2021-11-10 11:6:27.6440,-3.199,1.478,-0.066,19.75,-16.5,0.23,0.39,0.49,8.6
2021-11-10 11:6:27.6530,-3.331,1.422,-0.025,21.14,-14.47,-0.38,0.24,1.14,8.51
2021-11-10 11:6:27.6630,-3.449,1.434,0.012,22.58,-12.81,-0.96,-0.03,1.53,8.45
2021-11-10 11:6:27.6720,-3.621,1.47,-0.006,23.89,-11.92,-1.51,-0.37,1.47,8.29
2021-11-10 11:6:27.6830,-3.841,1.474,-0.105,25.53,-11.45,-1.7,-0.87,1.11,7.94
2021-11-10 11:6:27.6920,-4.099,1.386,-0.216,27.86,-11.02,-1.03,-1.41,0.76,7.34
2021-11-10 11:6:27.7030,-4.372,1.226,-0.32,30.45,-9.85,0.11,-1.74,0.69,6.57
2021-11-10 11:6:27.7110,-4.605,0.972,-0.497,33.5,-7.97,1.09,-1.8,1.03,5.68
2021-11-10 11:6:27.7230,-4.724,0.672,-0.732,36.19,-5.45,2.47,-1.54,1.49,4.62
2021-11-10 11:6:27.7330,-4.737,0.409,-0.954,38.14,-2.15,4.55,-0.89,1.7,3.38
2021-11-10 11:6:27.7430,-4.714,0.188,-1.12,38.69,0.72,6.78,0.18,1.32,2.15
2021-11-10 11:6:27.7520,-4.72,0.092,-1.173,38.69,3.26,8.5,1.35,0.54,1.01
2021-11-10 11:6:27.7630,-4.744,0.058,-1.107,38.55,4.65,9.42,2.25,-0.06,0.02
2021-11-10 11:6:27.7720,-4.726,0.079,-1.03,38.8,5.03,8.95,2.63,-0.18,-0.92
2021-11-10 11:6:27.7820,-4.636,0.192,-0.987,38.71,4.91,8.03,2.55,0.06,-1.91
2021-11-10 11:6:27.7930,-4.445,0.359,-1.024,38.03,3.88,7.27,2.32,0.25,-2.96
2021-11-10 11:6:27.8030,-4.175,0.563,-1.113,36.32,2.04,7.2,2.22,0.15,-4.01
2021-11-10 11:6:27.8120,-3.878,0.791,-1.229,33.73,-0.27,7.83,2.37,-0.23,-4.97
2021-11-10 11:6:27.8220,-3.632,1.017,-1.303,30.55,-2.97,8.85,2.75,-0.69,-5.74
2021-11-10 11:6:27.8330,-3.439,1.229,-1.331,27.68,-5.83,9.77,3.25,-1.03,-6.27
2021-11-10 11:6:27.8420,-3.297,1.453,-1.326,25.37,-8.62,10.15,3.76,-1.2,-6.64
2021-11-10 11:6:27.8520,-3.158,1.637,-1.294,23.62,-11.52,10.27,4.19,-1.23,-6.93
2021-11-10 11:6:27.8630,-2.967,1.765,-1.268,22.19,-14.32,10.05,4.51,-1.24,-7.25
2021-11-10 11:6:27.8720,-2.75,1.857,-1.233,20.42,-16.59,9.85,4.75,-1.3,-7.62
2021-11-10 11:6:27.8830,-2.542,1.917,-1.167,18.32,-18.47,9.72,4.98,-1.46,-7.96
2021-11-10 11:6:27.8920,-2.339,1.961,-1.076,16.25,-20.06,9.39,5.19,-1.7,-8.26
2021-11-10 11:6:27.9020,-2.129,1.963,-0.987,14.41,-21.47,8.83,5.33,-2.02,-8.49
2021-11-10 11:6:27.9120,-1.94,1.95,-0.864,12.54,-22.52,8.33,5.41,-2.33,-8.66
2021-11-10 11:6:27.9220,-1.765,1.922,-0.749,10.87,-23.3,7.66,5.4,-2.53,-8.76
2021-11-10 11:6:27.9320,-1.591,1.877,-0.651,9.5,-23.89,6.91,5.29,-2.57,-8.79
2021-11-10 11:6:27.9410,-1.426,1.829,-0.561,8.22,-24.26,6.39,5.09,-2.42,-8.73
2021-11-10 11:6:27.9510,-1.252,1.772,-0.479,7.1,-24.45,5.94,4.85,-2.12,-8.61
2021-11-10 11:6:27.9620,-1.064,1.716,-0.418,6.01,-24.54,5.54,4.58,-1.77,-8.44
2021-11-10 11:6:27.9720,-0.876,1.664,-0.376,4.82,-24.47,5.27,4.3,-1.52,-8.26
2021-11-10 11:6:27.9830,-0.694,1.596,-0.33,3.6,-24.42,5.23,4.06,-1.39,-8.06
2021-11-10 11:6:27.9920,-0.527,1.525,-0.283,2.45,-24.16,5.19,3.87,-1.37,-7.83
2021-11-10 11:6:28.0020,-0.361,1.449,-0.255,1.42,-23.75,5.09,3.72,-1.47,-7.61
2021-11-10 11:6:28.0120,-0.179,1.361,-0.216,0.49,-23.25,5.14,3.63,-1.66,-7.35
2021-11-10 11:6:28.0210,-0.002,1.277,-0.188,-0.56,-22.55,5.18,3.53,-1.99,-7.01
2021-11-10 11:6:28.0320,0.151,1.174,-0.151,-1.68,-21.79,5.21,3.42,-2.39,-6.54
2021-11-10 11:6:28.0410,0.285,1.086,-0.119,-2.64,-20.88,5.25,3.24,-2.69,-5.95
2021-11-10 11:6:28.0520,0.402,1.021,-0.066,-3.42,-19.85,5.23,2.89,-2.68,-4.66
2021-11-10 11:6:28.0610,0.497,0.95,-0.031,-4.09,-19.11,5.09,2.89,-2.68,-4.66
2021-11-10 11:6:28.0710,0.58,0.88,-0.017,-4.61,-18.31,4.85,2.69,-2.58,-4.0
2021-11-10 11:6:28.0810,0.656,0.8,0.008,-5.03,-17.51,4.93,2.44,-2.38,-3.43
2021-11-10 11:6:28.0920,0.709,0.725,0.02,-5.44,-16.63,4.87,2.14,-2.07,-2.99
2021-11-10 11:6:28.1010,0.737,0.663,0.03,-5.74,-15.73,4.86,1.82,-1.68,-2.65
2021-11-10 11:6:28.1110,0.779,0.6,0.045,-5.79,-14.98,4.87,1.51,-1.29,-2.41
2021-11-10 11:6:28.1220,0.835,0.538,0.065,-5.9,-14.27,4.86,1.27,-1.06,-2.26
2021-11-10 11:6:28.1310,0.893,0.494,0.086,-6.16,-13.54,4.72,1.12,-1.07,-2.18
2021-11-10 11:6:28.1420,0.939,0.466,0.131,-6.52,-12.94,4.63,1.12,-1.21,-2.09
2021-11-10 11:6:28.1510,0.975,0.434,0.179,-6.78,-12.51,4.33,1.23,-1.33,-1.98
2021-11-10 11:6:28.1620,0.992,0.418,0.232,-6.96,-12.11,3.93,1.38,-1.31,-1.82
2021-11-10 11:6:28.1720,1.021,0.408,0.3,-7.0,-11.73,3.52,1.49,-1.13,-1.56
2021-11-10 11:6:28.1820,1.062,0.372,0.379,-7.04,-11.55,3.01,1.58,-0.86,-1.2
2021-11-10 11:6:28.1920,1.114,0.333,0.458,-7.33,-11.17,2.34,1.59,-0.51,-0.81
2021-11-10 11:6:28.2010,1.186,0.294,0.544,-7.72,-10.65,1.68,1.45,-0.07,-0.46
2021-11-10 11:6:28.2120,1.263,0.259,0.637,-8.34,-10.22,0.96,1.21,0.4,-0.18
2021-11-10 11:6:28.2210,1.336,0.252,0.736,-9.15,-9.75,0.17,0.92,0.8,0.07
2021-11-10 11:6:28.2320,1.409,0.258,0.82,-9.94,-9.55,-0.71,0.61,1.01,0.32
2021-11-10 11:6:28.2420,1.456,0.285,0.886,-10.77,-9.55,-1.56,0.28,0.94,0.65
2021-11-10 11:6:28.2510,1.469,0.329,0.93,-11.48,-9.76,-2.24,-0.04,0.65,1.07
2021-11-10 11:6:28.2610,1.459,0.387,0.966,-11.84,-10.19,-2.76,-0.65,-0.01,1.97
2021-11-10 11:6:28.2720,1.43,0.455,0.978,-11.95,-10.78,-3.17,-0.65,-0.01,1.97
2021-11-10 11:6:28.2810,1.369,0.521,0.96,-11.9,-11.53,-3.46,-0.96,-0.25,2.4
2021-11-10 11:6:28.2910,1.289,0.584,0.928,-11.58,-12.32,-3.47,-1.69,-0.29,3.25
2021-11-10 11:6:28.3010,1.186,0.658,0.874,-11.09,-13.1,-3.34,-1.69,-0.29,3.25
2021-11-10 11:6:28.3120,1.078,0.732,0.808,-10.41,-13.94,-3.03,-2.09,-0.2,3.68
2021-11-10 11:6:28.3220,0.966,0.81,0.729,-9.66,-14.88,-2.61,-2.51,-0.14,4.09
2021-11-10 11:6:28.3300,0.851,0.9,0.639,-8.91,-15.8,-2.1,-2.87,-0.17,4.48
2021-11-10 11:6:28.3410,0.716,1.006,0.534,-8.19,-16.86,-1.53,-3.12,-0.35,4.86
2021-11-10 11:6:28.3520,0.558,1.115,0.425,-7.33,-17.98,-0.81,-3.16,-0.58,5.24
2021-11-10 11:6:28.3610,0.371,1.216,0.33,-6.35,-19.25,0.01,-2.98,-0.79,5.69
2021-11-10 11:6:28.3710,0.191,1.33,0.236,-5.05,-20.32,0.75,-2.68,-0.87,6.19
2021-11-10 11:6:28.3810,0.013,1.419,0.155,-3.8,-21.45,1.46,-2.34,-0.79,6.71
2021-11-10 11:6:28.3900,-0.166,1.49,0.098,-2.63,-22.42,2.16,-2.03,-0.57,7.2
2021-11-10 11:6:28.4010,-0.35,1.546,0.047,-1.52,-23.08,2.63,-1.82,-0.31,7.63
2021-11-10 11:6:28.4100,-0.513,1.573,-0.006,-0.41,-23.54,2.99,-1.77,-0.08,7.94
2021-11-10 11:6:28.4210,-0.688,1.607,-0.069,0.64,-23.69,3.34,-1.89,0.06,8.14
2021-11-10 11:6:28.4300,-0.905,1.681,-0.108,1.53,-23.65,3.76,-2.11,0.14,8.29
2021-11-10 11:6:28.4410,-1.135,1.773,-0.126,2.88,-23.91,4.09,-2.4,0.29,8.41
2021-11-10 11:6:28.4510,-1.382,1.88,-0.17,4.43,-24.38,4.06,-3.2,0.77,8.48
2021-11-10 11:6:28.4620,-1.607,1.981,-0.22,6.2,-24.94,4.11,-3.2,0.77,8.48
2021-11-10 11:6:28.4710,-1.824,2.034,-0.241,7.93,-25.52,4.36,-3.62,1.09,8.43
2021-11-10 11:6:28.4810,-2.009,2.016,-0.273,9.51,-25.73,4.33,-3.99,1.47,8.4
2021-11-10 11:6:28.4910,-2.102,1.943,-0.381,11.04,-25.23,4.17,-4.35,1.73,8.33
2021-11-10 11:6:28.5010,-2.186,1.85,-0.538,11.84,-24.08,4.53,-4.65,1.66,8.21
2021-11-10 11:6:28.5110,-2.319,1.819,-0.676,12.18,-22.5,5.67,-4.76,1.21,8.05
2021-11-10 11:6:28.5210,-2.488,1.841,-0.75,13.03,-21.24,6.87,-4.57,0.58,7.82
2021-11-10 11:6:28.5310,-2.675,1.871,-0.723,14.31,-20.65,7.78,-4.09,0.17,7.57
2021-11-10 11:6:28.5410,-2.831,1.865,-0.696,15.96,-20.25,7.71,-3.52,0.06,7.3
2021-11-10 11:6:28.5500,-2.929,1.764,-0.69,17.54,-19.72,7.29,-3.14,0.28,7.1
2021-11-10 11:6:28.5600,-2.946,1.603,-0.729,18.67,-18.46,7.08,-3.09,0.64,6.9
2021-11-10 11:6:28.5710,-2.923,1.448,-0.814,19.11,-16.32,7.16,-3.35,0.84,6.58
2021-11-10 11:6:28.5800,-2.902,1.303,-0.879,18.98,-14.17,7.83,-3.69,0.88,6.14
2021-11-10 11:6:28.5910,-2.895,1.174,-0.959,18.78,-12.13,8.52,-3.87,0.73,5.68
2021-11-10 11:6:28.6010,-2.887,1.081,-1.028,18.76,-10.27,9.19,-3.84,0.49,5.29
2021-11-10 11:6:28.6100,-2.866,1.018,-1.018,18.79,-8.71,10.06,-3.51,0.36,4.93
2021-11-10 11:6:28.6200,-2.86,0.929,-0.977,18.75,-7.6,10.27,-2.92,0.37,4.61
2021-11-10 11:6:28.6310,-2.86,0.806,-0.891,18.72,-6.46,9.98,-2.21,0.6,4.37
2021-11-10 11:6:28.6400,-2.826,0.648,-0.827,18.9,-4.95,9.28,-1.6,0.99,4.14
2021-11-10 11:6:28.6510,-2.762,0.431,-0.833,18.84,-3.23,8.4,-1.3,1.35,3.89
2021-11-10 11:6:28.6600,-2.686,0.267,-0.855,18.44,-0.92,8.14,-1.36,1.55,3.55
2021-11-10 11:6:28.6700,-2.636,0.178,-0.846,17.85,1.29,8.32,-1.59,1.57,3.05
2021-11-10 11:6:28.6800,-2.609,0.137,-0.852,17.36,2.63,8.27,-1.85,1.43,2.52
2021-11-10 11:6:28.6900,-2.575,0.128,-0.858,17.14,3.39,8.22,-1.98,1.14,2.01
2021-11-10 11:6:28.7000,-2.527,0.103,-0.841,16.96,3.7,8.35,-1.85,0.79,1.56
2021-11-10 11:6:28.7100,-2.476,0.076,-0.813,16.59,3.97,8.29,-1.49,0.46,1.15
2021-11-10 11:6:28.7200,-2.424,0.036,-0.77,16.13,4.33,8.09,-1.03,0.23,0.8
2021-11-10 11:6:28.7300,-2.348,0.007,-0.722,15.69,4.7,7.75,-0.59,0.16,0.48
2021-11-10 11:6:28.7400,-2.268,0.003,-0.672,15.04,5.11,7.28,-0.3,0.25,0.16
2021-11-10 11:6:28.7510,-2.185,0.006,-0.615,14.25,5.21,6.79,-0.15,0.47,-0.16
2021-11-10 11:6:28.7600,-2.097,0.018,-0.56,13.43,5.18,6.21,-0.12,0.72,-0.48
2021-11-10 11:6:28.7710,-2.0,0.037,-0.502,12.56,5.04,5.59,-0.15,0.97,-0.8
2021-11-10 11:6:28.7800,-1.895,0.067,-0.45,11.6,4.79,4.96,-0.18,1.16,-1.13
2021-11-10 11:6:28.7890,-1.793,0.105,-0.407,10.52,4.44,4.3,-0.15,1.24,-1.44
2021-11-10 11:6:28.8000,-1.684,0.147,-0.361,9.43,3.94,3.78,0.09,1.16,-1.98
2021-11-10 11:6:28.8100,-1.574,0.189,-0.322,8.32,3.38,3.23,0.09,1.16,-1.98
2021-11-10 11:6:28.8200,-1.477,0.231,-0.277,7.12,2.79,2.71,0.24,1.05,-2.17
2021-11-10 11:6:28.8300,-1.376,0.275,-0.23,6.05,2.18,2.2,0.38,0.94,-2.29
2021-11-10 11:6:28.8400,-1.277,0.305,-0.194,4.99,1.54,1.64,0.48,0.83,-2.33
2021-11-10 11:6:28.8500,-1.186,0.323,-0.17,3.91,0.97,1.14,0.54,0.61,-2.27
2021-11-10 11:6:28.8610,-1.097,0.343,-0.147,1.97,0.16,0.5,0.52,0.52,-2.21
2021-11-10 11:6:28.8700,-1.016,0.36,-0.131,1.97,0.16,0.5,0.52,0.52,-2.21
2021-11-10 11:6:28.8810,-0.953,0.371,-0.122,1.04,-0.22,0.26,0.48,0.41,-2.15
2021-11-10 11:6:28.8900,-0.901,0.381,-0.112,0.32,-0.55,0.11,0.44,0.2,-1.97
2021-11-10 11:6:28.8990,-0.873,0.39,-0.102,-0.32,-0.84,-0.02,0.44,0.2,-1.97
2021-11-10 11:6:28.9100,-0.847,0.398,-0.092,-0.72,-1.11,-0.15,0.44,0.12,-1.86
2021-11-10 11:6:28.9210,-0.819,0.392,-0.083,-1.0,-1.38,-0.27,0.44,0.04,-1.76
2021-11-10 11:6:28.9300,-0.799,0.382,-0.078,-1.32,-1.53,-0.36,0.44,-0.03,-1.67
2021-11-10 11:6:28.9400,-0.788,0.375,-0.074,-1.59,-1.59,-0.43,0.44,-0.09,-1.59
2021-11-10 11:6:28.9500,-0.771,0.363,-0.067,-1.75,-1.67,-0.48,0.43,-0.11,-1.51
2021-11-10 11:6:28.9590,-0.757,0.353,-0.07,-1.93,-1.72,-0.54,0.39,-0.08,-1.44
2021-11-10 11:6:28.9700,-0.738,0.342,-0.077,-2.1,-1.74,-0.55,0.31,-0.02,-1.36
2021-11-10 11:6:28.9790,-0.731,0.334,-0.079,-2.3,-1.77,-0.49,0.21,0.07,-1.27
2021-11-10 11:6:28.9890,-0.727,0.331,-0.082,-2.44,-1.78,-0.48,0.1,0.17,-1.17
2021-11-10 11:6:28.9990,-0.716,0.321,-0.086,-2.48,-1.85,-0.47,-0.0,0.27,-1.06
2021-11-10 11:6:29.0090,-0.717,0.305,-0.09,-2.57,-1.89,-0.46,-0.08,0.34,-0.93
2021-11-10 11:6:29.0200,-0.714,0.304,-0.096,-2.63,-1.8,-0.45,-0.1,0.33,-0.8
2021-11-10 11:6:29.0300,-0.706,0.293,-0.102,-2.62,-1.81,-0.43,-0.08,0.25,-0.67
2021-11-10 11:6:29.0400,-0.706,0.265,-0.1,-2.7,-1.83,-0.37,0.01,0.11,-0.55
2021-11-10 11:6:29.0490,-0.708,0.248,-0.097,-2.74,-1.64,-0.38,0.12,-0.11,-0.43
2021-11-10 11:6:29.0600,-0.721,0.24,-0.087,-2.74,-1.45,-0.38,0.33,-0.58,-0.25
2021-11-10 11:6:29.0690,-0.738,0.228,-0.073,-2.66,-1.38,-0.39,0.33,-0.58,-0.25
2021-11-10 11:6:29.0790,-0.745,0.212,-0.059,-2.49,-1.31,-0.46,0.37,-0.72,-0.22
2021-11-10 11:6:29.0890,-0.771,0.19,-0.052,-2.44,-1.19,-0.54,0.29,-0.78,-0.19
2021-11-10 11:6:29.1000,-0.787,0.165,-0.047,-2.24,-1.03,-0.56,0.29,-0.78,-0.19
2021-11-10 11:6:29.1100,-0.799,0.149,-0.05,-2.04,-0.79,-0.54,0.2,-0.69,-0.19
2021-11-10 11:6:29.1200,-0.814,0.137,-0.057,-1.93,-0.61,-0.5,0.09,-0.52,-0.18
2021-11-10 11:6:29.1290,-0.825,0.124,-0.061,-1.81,-0.51,-0.39,-0.02,-0.31,-0.14
2021-11-10 11:6:29.1400,-0.832,0.116,-0.073,-1.66,-0.4,-0.33,-0.09,-0.11,-0.11
2021-11-10 11:6:29.1490,-0.847,0.118,-0.085,-1.6,-0.3,-0.24,-0.11,0.05,-0.06
2021-11-10 11:6:29.1590,-0.859,0.124,-0.095,-1.48,-0.28,-0.13,-0.06,0.22,0.05
2021-11-10 11:6:29.1700,-0.87,0.126,-0.107,-1.34,-0.34,-0.05,-0.06,0.22,0.05
2021-11-10 11:6:29.1790,-0.883,0.127,-0.118,-1.24,-0.36,0.04,0.01,0.21,0.09
2021-11-10 11:6:29.1900,-0.899,0.122,-0.12,-1.11,-0.36,0.15,0.08,0.16,0.12
2021-11-10 11:6:29.1990,-0.915,0.121,-0.12,-0.96,-0.32,0.19,0.14,0.11,0.15
2021-11-10 11:6:29.2090,-0.928,0.123,-0.122,-0.8,-0.27,0.17,0.19,0.05,0.17
2021-11-10 11:6:29.2200,-0.938,0.123,-0.125,-0.66,-0.28,0.18,0.19,0.05,0.17
2021-11-10 11:6:29.2290,-0.942,0.123,-0.123,-0.54,-0.26,0.2,0.18,0.05,0.16
2021-11-10 11:6:29.2390,-0.947,0.122,-0.122,-0.48,-0.24,0.2,0.16,0.08,0.15
2021-11-10 11:6:29.2490,-0.961,0.119,-0.121,-0.45,-0.23,0.16,0.14,0.11,0.14
2021-11-10 11:6:29.2580,-0.976,0.119,-0.12,-0.34,-0.19,0.14,0.08,0.25,0.14
2021-11-10 11:6:29.2690,-0.982,0.118,-0.118,-0.17,-0.17,0.11,0.08,0.25,0.14
2021-11-10 11:6:29.2780,-0.984,0.115,-0.117,-0.08,-0.16,0.06,0.05,0.35,0.12
2021-11-10 11:6:29.2890,-0.985,0.116,-0.122,-0.05,-0.12,0.0,0.03,0.43,0.12
2021-11-10 11:6:29.2980,-0.987,0.12,-0.123,-0.03,-0.1,-0.01,0.01,0.48,0.11
2021-11-10 11:6:29.3080,-0.994,0.122,-0.114,0.0,-0.12,-0.02,0.01,0.52,0.12
2021-11-10 11:6:29.3200,-0.998,0.122,-0.109,0.05,-0.14,-0.14,0.02,0.57,0.15
2021-11-10 11:6:29.3290,-0.997,0.124,-0.112,0.12,-0.12,-0.27,0.03,0.62,0.22
2021-11-10 11:6:29.3390,-0.996,0.125,-0.115,0.13,-0.11,-0.33,0.03,0.62,0.22
2021-11-10 11:6:29.3480,-0.996,0.127,-0.116,0.14,-0.11,-0.34,0.01,0.61,0.23
2021-11-10 11:6:29.3600,-0.995,0.127,-0.121,0.15,-0.09,-0.39,-0.02,0.56,0.23
2021-11-10 11:6:29.3690,-0.991,0.126,-0.126,0.15,-0.08,-0.4,-0.03,0.49,0.22
2021-11-10 11:6:29.3780,-0.985,0.127,-0.128,0.13,-0.05,-0.39,-0.05,0.39,0.19
2021-11-10 11:6:29.3890,-0.981,0.13,-0.131,0.08,-0.03,-0.4,-0.04,0.27,0.15
2021-11-10 11:6:29.3980,-0.981,0.127,-0.135,0.04,-0.05,-0.39,-0.04,0.15,0.1
2021-11-10 11:6:29.4080,-0.981,0.126,-0.139,0.02,-0.03,-0.35,-0.03,0.03,0.05
2021-11-10 11:6:29.4190,-0.984,0.129,-0.142,0.03,0.0,-0.32,-0.0,-0.07,0.02
2021-11-10 11:6:29.4280,-0.988,0.136,-0.142,0.03,-0.02,-0.27,0.03,-0.14,-0.01
2021-11-10 11:6:29.4390,-0.993,0.139,-0.14,0.09,-0.08,-0.24,0.05,-0.16,-0.02
2021-11-10 11:6:29.4490,-0.999,0.139,-0.139,0.1,-0.13,-0.25,0.03,-0.1,-0.01
2021-11-10 11:6:29.4590,-0.993,0.138,-0.14,0.2,-0.14,-0.26,0.03,-0.1,-0.01
2021-11-10 11:6:29.4680,-0.992,0.134,-0.14,0.15,-0.13,-0.24,-0.0,-0.04,-0.02
